make,model,brand,price_eur,mileage_km,registration_date,registration_year,registration_month,fuel_type,listing_country,page,price_outlier_iqr,mileage_outlier_iqr,logical_issue,age_years
bmw,114,bmw,6950,197000.0,2016-01-01,2016.0,1.0,diesel,belgium,1,False,False,False,9.0
bmw,316,bmw,799,174771.0,2002-12-01,2002.0,12.0,petrol,germany,1,False,False,False,23.0
bmw,316,bmw,3990,205000.0,2010-12-01,2010.0,12.0,diesel,italy,1,False,False,False,15.0
bmw,220,bmw,11990,185858.0,2014-02-01,2014.0,2.0,diesel,italy,1,False,False,False,11.0
bmw,318,bmw,4500,190000.0,2006-05-01,2006.0,5.0,petrol,belgium,1,False,False,False,19.0
bmw,x1,bmw,8799,216000.0,2011-06-01,2011.0,6.0,diesel,germany,1,False,True,False,14.0
bmw,x3,bmw,9700,199000.0,2016-01-01,2016.0,1.0,diesel,italy,1,False,False,False,9.0
bmw,420,bmw,17000,90000.0,2014-12-01,2014.0,12.0,diesel,italy,1,False,False,False,11.0
bmw,318,bmw,7690,225900.0,2012-06-01,2012.0,6.0,diesel,germany,1,False,True,False,13.0
bmw,220,bmw,11499,114700.0,2016-12-01,2016.0,12.0,petrol,germany,1,False,False,False,9.0
bmw,318,bmw,7999,222981.0,2016-04-01,2016.0,4.0,diesel,germany,1,False,True,False,9.0
bmw,x5,bmw,64999,24000.0,2022-11-01,2022.0,11.0,2,belgium,1,False,False,False,3.0
bmw,320,bmw,9999,141537.0,2008-11-01,2008.0,11.0,petrol,netherlands,2,False,False,False,17.0
bmw,316,bmw,9300,110696.0,2013-06-01,2013.0,6.0,petrol,germany,2,False,False,False,12.0
bmw,116,bmw,7900,165362.0,2012-12-01,2012.0,12.0,diesel,italy,2,False,False,False,13.0
bmw,x6,bmw,14911,224100.0,2012-05-01,2012.0,5.0,diesel,netherlands,2,False,True,False,13.0
bmw,318,bmw,5999,165000.0,2010-05-01,2010.0,5.0,petrol,germany,2,False,False,False,15.0
bmw,318,bmw,10990,88000.0,2012-09-01,2012.0,9.0,diesel,italy,2,False,False,False,13.0
bmw,220,bmw,11000,82301.0,2014-08-01,2014.0,8.0,petrol,germany,2,False,False,False,11.0
bmw,120,bmw,4935,192729.0,2008-05-01,2008.0,5.0,petrol,netherlands,2,False,False,False,17.0
bmw,118,bmw,12500,170000.0,2018-02-01,2018.0,2.0,diesel,italy,2,False,False,False,7.0
bmw,x1,bmw,8950,144520.0,2013-01-01,2013.0,1.0,diesel,germany,2,False,False,False,12.0
bmw,x4,bmw,15900,215000.0,2015-05-01,2015.0,5.0,diesel,italy,2,False,True,False,10.0
bmw,114,bmw,6950,197000.0,2016-01-01,2016.0,1.0,diesel,belgium,3,False,False,False,9.0
bmw,x1,bmw,5999,192483.0,2011-04-01,2011.0,4.0,diesel,germany,3,False,False,False,14.0
bmw,530,bmw,20690,155000.0,2015-08-01,2015.0,8.0,diesel,germany,3,False,False,False,10.0
bmw,120,bmw,10450,188500.0,2016-06-01,2016.0,6.0,petrol,germany,3,False,False,False,9.0
bmw,x3,bmw,8990,157000.0,2009-01-01,2009.0,1.0,diesel,germany,3,False,False,False,16.0
bmw,318,bmw,11450,164507.0,2015-08-01,2015.0,8.0,diesel,belgium,3,False,False,False,10.0
bmw,x1,bmw,7689,222160.0,2016-06-01,2016.0,6.0,petrol,germany,3,False,True,False,9.0
bmw,418,bmw,13490,192697.0,2017-04-01,2017.0,4.0,diesel,belgium,3,False,False,False,8.0
bmw,316,bmw,7990,189750.0,2014-05-01,2014.0,5.0,diesel,germany,3,False,False,False,11.0
bmw,116,bmw,7500,189950.0,2014-03-01,2014.0,3.0,diesel,a,3,False,False,False,11.0
bmw,x1,bmw,18900,45900.0,2022-05-01,2022.0,5.0,diesel,italy,3,False,False,False,3.0
bmw,320,bmw,11980,175292.0,2014-09-01,2014.0,9.0,diesel,germany,3,False,False,False,11.0
bmw,x2,bmw,16900,113268.0,2018-11-01,2018.0,11.0,diesel,italy,3,False,False,False,7.0
bmw,550,bmw,9800,151921.0,2010-06-01,2010.0,6.0,petrol,germany,3,False,False,False,15.0
bmw,320,bmw,12790,183524.0,2017-01-01,2017.0,1.0,diesel,a,3,False,False,False,8.0
bmw,316,bmw,799,174771.0,2002-12-01,2002.0,12.0,petrol,germany,4,False,False,False,23.0
bmw,x1,bmw,17900,149000.0,2021-10-01,2021.0,10.0,diesel,italy,4,False,False,False,4.0
bmw,318,bmw,9900,155000.0,2012-05-01,2012.0,5.0,diesel,italy,4,False,False,False,13.0
bmw,m2,bmw,64750,16438.0,2024-07-01,2024.0,7.0,petrol,belgium,4,False,False,False,1.0
bmw,i3,bmw,13985,100000.0,2020-06-01,2020.0,6.0,electric,germany,4,False,False,False,5.0
bmw,318,bmw,14900,115000.0,2015-09-01,2015.0,9.0,diesel,italy,4,False,False,False,10.0
bmw,116,bmw,18495,75000.0,2021-11-01,2021.0,11.0,diesel,belgium,4,False,False,False,4.0
bmw,x1,bmw,12990,150000.0,2017-08-01,2017.0,8.0,diesel,belgium,4,False,False,False,8.0
bmw,118,bmw,9799,206185.0,2019-03-01,2019.0,3.0,petrol,germany,4,False,False,False,6.0
bmw,318,bmw,21390,45222.0,2020-10-01,2020.0,10.0,diesel,belgium,4,False,False,False,5.0
bmw,520,bmw,15899,210500.0,2017-05-01,2017.0,5.0,diesel,germany,4,False,False,False,8.0
bmw,540,bmw,35900,86149.0,2018-07-01,2018.0,7.0,petrol,germany,4,False,False,False,7.0
bmw,116,bmw,6490,109000.0,2008-10-01,2008.0,10.0,petrol,italy,4,False,False,False,17.0
bmw,535,bmw,18999,198736.0,2016-07-01,2016.0,7.0,diesel,germany,4,False,False,False,9.0
bmw,x1,bmw,13000,165000.0,2017-04-01,2017.0,4.0,diesel,italy,4,False,False,False,8.0
bmw,120,bmw,29980,13290.0,2025-04-01,2025.0,4.0,petrol,germany,4,False,False,False,0.0
bmw,x5,bmw,45999,87000.0,2020-01-01,2020.0,1.0,2,belgium,4,False,False,False,5.0
bmw,440,bmw,23900,186258.0,2017-04-01,2017.0,4.0,petrol,belgium,4,False,False,False,8.0
bmw,i3,bmw,9900,57954.0,2016-06-01,2016.0,6.0,electric,netherlands,4,False,False,False,9.0
bmw,316,bmw,3990,205000.0,2010-12-01,2010.0,12.0,diesel,italy,5,False,False,False,15.0
bmw,540,bmw,36900,85734.0,2018-03-01,2018.0,3.0,petrol,germany,5,False,False,False,7.0
bmw,320,bmw,39995,16500.0,2025-03-01,2025.0,3.0,petrol,belgium,5,False,False,False,0.0
bmw,530,bmw,22500,199267.0,2018-04-01,2018.0,4.0,diesel,germany,5,False,False,False,7.0
bmw,118,bmw,13990,129180.0,2018-02-01,2018.0,2.0,petrol,germany,5,False,False,False,7.0
bmw,116,bmw,7480,94000.0,2012-03-01,2012.0,3.0,petrol,germany,5,False,False,False,13.0
bmw,520,bmw,16990,150000.0,2019-02-01,2019.0,2.0,diesel,italy,5,False,False,False,6.0
bmw,116,bmw,10590,75000.0,2012-05-01,2012.0,5.0,petrol,italy,5,False,False,False,13.0
bmw,316,bmw,1790,170100.0,2002-09-01,2002.0,9.0,petrol,germany,5,False,False,False,23.0
bmw,116,bmw,10000,129000.0,2017-09-01,2017.0,9.0,diesel,belgium,5,False,False,False,8.0
bmw,525,bmw,20999,130000.0,2016-12-01,2016.0,12.0,diesel,germany,5,False,False,False,9.0
bmw,330,bmw,36900,28505.0,2021-08-01,2021.0,8.0,2,belgium,5,False,False,False,4.0
bmw,216,bmw,9890,149600.0,2017-06-01,2017.0,6.0,petrol,italy,5,False,False,False,8.0
bmw,325,bmw,8990,150100.0,2007-11-01,2007.0,11.0,petrol,germany,5,False,False,False,18.0
bmw,x1,bmw,12300,55900.0,2014-04-01,2014.0,4.0,petrol,germany,5,False,False,False,11.0
bmw,320,bmw,20999,111421.0,2020-04-01,2020.0,4.0,diesel,germany,5,False,False,False,5.0
bmw,x1,bmw,8990,119986.0,2011-05-01,2011.0,5.0,petrol,germany,5,False,False,False,14.0
bmw,x4,bmw,18498,188000.0,2018-05-01,2018.0,5.0,diesel,germany,5,False,False,False,7.0
bmw,116,bmw,13900,70000.0,2017-02-01,2017.0,2.0,diesel,italy,5,False,False,False,8.0
bmw,220,bmw,11990,185858.0,2014-02-01,2014.0,2.0,diesel,italy,6,False,False,False,11.0
bmw,420,bmw,17999,96000.0,2015-02-01,2015.0,2.0,diesel,germany,6,False,False,False,10.0
bmw,z4,bmw,16900,113000.0,2013-10-01,2013.0,10.0,petrol,belgium,6,False,False,False,12.0
bmw,116,bmw,4750,148500.0,2010-09-01,2010.0,9.0,petrol,germany,6,False,False,False,15.0
bmw,x1,bmw,10999,161000.0,2013-12-01,2013.0,12.0,diesel,germany,6,False,False,False,12.0
bmw,120,bmw,14980,67000.0,2015-10-01,2015.0,10.0,petrol,germany,6,False,False,False,10.0
bmw,116,bmw,14900,112300.0,2021-08-01,2021.0,8.0,diesel,italy,6,False,False,False,4.0
bmw,420,bmw,35950,33544.0,2021-07-01,2021.0,7.0,petrol,belgium,6,False,False,False,4.0
bmw,118,bmw,19900,18000.0,2023-12-01,2023.0,12.0,petrol,italy,6,False,False,False,2.0
bmw,740,bmw,11990,214000.0,2012-10-01,2012.0,10.0,petrol,a,6,False,False,False,13.0
bmw,i3,bmw,11599,54590.0,2017-10-01,2017.0,10.0,electric,belgium,6,False,False,False,8.0
bmw,116,bmw,10740,155321.0,2016-08-01,2016.0,8.0,petrol,netherlands,6,False,False,False,9.0
bmw,635,bmw,14990,135000.0,2008-05-01,2008.0,5.0,diesel,italy,6,False,False,False,17.0
bmw,430,bmw,21950,161247.0,2017-01-01,2017.0,1.0,petrol,netherlands,6,False,False,False,8.0
bmw,430,bmw,26400,42914.0,2019-01-01,2019.0,1.0,petrol,germany,6,False,False,False,6.0
bmw,118,bmw,33900,12000.0,2025-05-01,2025.0,5.0,diesel,italy,6,False,False,False,0.0
bmw,320,bmw,22990,152211.0,2021-04-01,2021.0,4.0,diesel,germany,6,False,False,False,4.0
bmw,118,bmw,8999,182000.0,2018-05-01,2018.0,5.0,petrol,germany,6,False,False,False,7.0
bmw,ix3,bmw,32495,104600.0,2022-10-01,2022.0,10.0,electric,belgium,6,False,False,False,3.0
bmw,x4 m,bmw,46900,16564.0,2022-07-01,2022.0,7.0,petrol,germany,7,False,False,False,3.0
bmw,318,bmw,12499,148763.0,2018-06-01,2018.0,6.0,diesel,germany,7,False,False,False,7.0
bmw,x1,bmw,19500,96744.0,2020-01-01,2020.0,1.0,diesel,italy,7,False,False,False,5.0
bmw,118,bmw,19890,84353.0,2020-05-01,2020.0,5.0,petrol,italy,7,False,False,False,5.0
bmw,x1,bmw,39900,17000.0,2025-04-01,2025.0,4.0,diesel,italy,7,False,False,False,0.0
bmw,420,bmw,31990,154600.0,2022-02-01,2022.0,2.0,3,italy,7,False,False,False,3.0
bmw,340,bmw,32900,74998.0,2016-01-01,2016.0,1.0,petrol,germany,7,False,False,False,9.0
bmw,x2,bmw,15900,182000.0,2019-03-01,2019.0,3.0,diesel,italy,7,False,False,False,6.0
bmw,520,bmw,7990,191791.0,2012-03-01,2012.0,3.0,petrol,belgium,7,False,False,False,13.0
bmw,420,bmw,18990,165000.0,2014-07-01,2014.0,7.0,diesel,a,7,False,False,False,11.0
bmw,118,bmw,14099,127942.0,2020-03-01,2020.0,3.0,petrol,belgium,7,False,False,False,5.0
bmw,x1,bmw,14990,175142.0,2019-02-01,2019.0,2.0,diesel,germany,7,False,False,False,6.0
bmw,116,bmw,12499,156235.0,2017-05-01,2017.0,5.0,diesel,belgium,7,False,False,False,8.0
bmw,535,bmw,16000,197930.0,2017-02-01,2017.0,2.0,diesel,germany,7,False,False,False,8.0
bmw,520,bmw,10770,149983.0,2015-08-01,2015.0,8.0,diesel,germany,7,False,False,False,10.0
bmw,218,bmw,13499,147408.0,2018-01-01,2018.0,1.0,petrol,belgium,7,False,False,False,7.0
bmw,520,bmw,30400,86000.0,2021-07-01,2021.0,7.0,3,italy,7,False,False,False,4.0
bmw,x1,bmw,8799,216000.0,2011-06-01,2011.0,6.0,diesel,germany,8,False,True,False,14.0
bmw,420,bmw,23990,96311.0,2020-08-01,2020.0,8.0,petrol,belgium,8,False,False,False,5.0
bmw,m4,bmw,67450,25000.0,2022-02-01,2022.0,2.0,petrol,belgium,8,False,False,False,3.0
bmw,218,bmw,26890,25000.0,2023-08-01,2023.0,8.0,petrol,germany,8,False,False,False,2.0
bmw,x3,bmw,26950,156107.0,2020-08-01,2020.0,8.0,diesel,belgium,8,False,False,False,5.0
bmw,x5,bmw,41900,150000.0,2021-12-01,2021.0,12.0,2,belgium,8,False,False,False,4.0
bmw,118,bmw,20900,23500.0,2023-12-01,2023.0,12.0,petrol,italy,8,False,False,False,2.0
bmw,420,bmw,16499,188600.0,2017-01-01,2017.0,1.0,diesel,belgium,8,False,False,False,8.0
bmw,216,bmw,7499,185888.0,2015-12-01,2015.0,12.0,diesel,belgium,8,False,False,False,10.0
bmw,116,bmw,12990,128756.0,2018-10-01,2018.0,10.0,diesel,italy,8,False,False,False,7.0
bmw,x4,bmw,22900,121000.0,2017-08-01,2017.0,8.0,diesel,germany,8,False,False,False,8.0
bmw,x1,bmw,17000,105500.0,2018-05-01,2018.0,5.0,diesel,italy,8,False,False,False,7.0
bmw,116,bmw,5990,142399.0,2009-08-01,2009.0,8.0,petrol,netherlands,8,False,False,False,16.0
bmw,420,bmw,16999,127549.0,2015-05-01,2015.0,5.0,petrol,belgium,8,False,False,False,10.0
bmw,ix3,bmw,29990,61450.0,2021-10-01,2021.0,10.0,electric,germany,8,False,False,False,4.0
bmw,330,bmw,20890,147500.0,2021-10-01,2021.0,10.0,2,germany,8,False,False,False,4.0
bmw,x1,bmw,17500,60000.0,2017-08-01,2017.0,8.0,petrol,belgium,8,False,False,False,8.0
bmw,745,bmw,8000,123000.0,2004-04-01,2004.0,4.0,petrol,germany,8,False,False,False,21.0
bmw,316,bmw,7300,219000.0,2014-07-01,2014.0,7.0,diesel,italy,8,False,True,False,11.0
bmw,318,bmw,4500,190000.0,2006-05-01,2006.0,5.0,petrol,belgium,9,False,False,False,19.0
bmw,316,bmw,9490,180000.0,2016-03-01,2016.0,3.0,diesel,belgium,9,False,False,False,9.0
bmw,225,bmw,9900,72800.0,2017-10-01,2017.0,10.0,2,italy,9,False,False,False,8.0
bmw,420,bmw,39990,79378.0,2021-06-01,2021.0,6.0,petrol,belgium,9,False,False,False,4.0
bmw,218,bmw,18890,52978.0,2020-11-01,2020.0,11.0,diesel,belgium,9,False,False,False,5.0
bmw,x3,bmw,33900,86616.0,2021-11-01,2021.0,11.0,3,italy,9,False,False,False,4.0
bmw,520,bmw,25712,66610.0,2019-01-01,2019.0,1.0,diesel,germany,9,False,False,False,6.0
bmw,530,bmw,33990,103737.0,2022-01-01,2022.0,1.0,2,belgium,9,False,False,False,3.0
bmw,x2,bmw,22999,41783.0,2022-09-01,2022.0,9.0,2,germany,9,False,False,False,3.0
bmw,z4,bmw,6999,149616.0,2004-07-01,2004.0,7.0,petrol,germany,9,False,False,False,21.0
bmw,530,bmw,8900,220000.0,2011-02-01,2011.0,2.0,diesel,italy,9,False,True,False,14.0
bmw,320,bmw,13950,140086.0,2012-10-01,2012.0,10.0,petrol,netherlands,9,False,False,False,13.0
bmw,116,bmw,13900,70000.0,2017-02-01,2017.0,2.0,diesel,italy,9,False,False,False,8.0
bmw,118,bmw,24900,21000.0,2023-12-01,2023.0,12.0,petrol,italy,9,False,False,False,2.0
bmw,120,bmw,29990,18000.0,2024-10-01,2024.0,10.0,diesel,belgium,9,False,False,False,1.0
bmw,530,bmw,16490,125000.0,2012-09-01,2012.0,9.0,diesel,germany,9,False,False,False,13.0
bmw,320,bmw,16500,147826.0,2020-05-01,2020.0,5.0,diesel,belgium,9,False,False,False,5.0
bmw,x5,bmw,21890,179756.0,2016-02-01,2016.0,2.0,diesel,belgium,9,False,False,False,9.0
bmw,x3,bmw,9700,199000.0,2016-01-01,2016.0,1.0,diesel,italy,10,False,False,False,9.0
bmw,x1,bmw,14900,171400.0,2017-01-01,2017.0,1.0,diesel,italy,10,False,False,False,8.0
bmw,540,bmw,37999,104174.0,2019-07-01,2019.0,7.0,petrol,germany,10,False,False,False,6.0
bmw,118,bmw,9490,128500.0,2015-04-01,2015.0,4.0,petrol,germany,10,False,False,False,10.0
bmw,118,bmw,12899,81799.0,2018-09-01,2018.0,9.0,petrol,belgium,10,False,False,False,7.0
bmw,330,bmw,24864,56060.0,2021-06-01,2021.0,6.0,2,italy,10,False,False,False,4.0
bmw,320,bmw,8990,170000.0,2004-12-01,2004.0,12.0,diesel,germany,10,False,False,False,21.0
bmw,320,bmw,26750,99800.0,2021-07-01,2021.0,7.0,2,belgium,10,False,False,False,4.0
bmw,320,bmw,13390,165000.0,2015-01-01,2015.0,1.0,diesel,a,10,False,False,False,10.0
bmw,220,bmw,16990,173000.0,2015-04-01,2015.0,4.0,diesel,belgium,10,False,False,False,10.0
bmw,125,bmw,17900,170000.0,2017-04-01,2017.0,4.0,diesel,italy,10,False,False,False,8.0
bmw,ix3,bmw,29990,77180.0,2021-11-01,2021.0,11.0,electric,belgium,10,False,False,False,4.0
bmw,x5,bmw,10950,202811.0,2014-01-01,2014.0,1.0,diesel,netherlands,10,False,False,False,11.0
bmw,140,bmw,33950,66427.0,2019-06-01,2019.0,6.0,petrol,belgium,10,False,False,False,6.0
bmw,116,bmw,5990,199890.0,2012-11-01,2012.0,11.0,diesel,italy,10,False,False,False,13.0
bmw,x1,bmw,22990,64358.0,2022-05-01,2022.0,5.0,petrol,belgium,10,False,False,False,3.0
bmw,520,bmw,26699,145700.0,2019-10-01,2019.0,10.0,diesel,germany,10,False,False,False,6.0
bmw,118,bmw,14500,133700.0,2019-05-01,2019.0,5.0,diesel,italy,10,False,False,False,6.0
bmw,i3,bmw,14000,49980.0,2019-05-01,2019.0,5.0,electric,italy,11,False,False,False,6.0
bmw,x3,bmw,12900,198000.0,2015-07-01,2015.0,7.0,diesel,italy,11,False,False,False,10.0
bmw,118,bmw,17900,53732.0,2021-03-01,2021.0,3.0,petrol,l,11,False,False,False,4.0
bmw,520,bmw,46900,47896.0,2024-05-01,2024.0,5.0,2,belgium,11,False,False,False,1.0
bmw,730,bmw,16890,186000.0,2013-11-01,2013.0,11.0,diesel,germany,11,False,False,False,12.0
bmw,118,bmw,8900,163000.0,2012-01-01,2012.0,1.0,petrol,italy,11,False,False,False,13.0
bmw,745,bmw,47990,69637.0,2019-06-01,2019.0,6.0,2,belgium,11,False,False,False,6.0
bmw,330,bmw,17299,113100.0,2017-10-01,2017.0,10.0,petrol,germany,11,False,False,False,8.0
bmw,x2,bmw,27588,33847.0,2021-06-01,2021.0,6.0,petrol,germany,11,False,False,False,4.0
bmw,118,bmw,8795,183778.0,2011-04-01,2011.0,4.0,petrol,netherlands,11,False,False,False,14.0
bmw,x5,bmw,12990,217000.0,2010-04-01,2010.0,4.0,diesel,germany,11,False,True,False,15.0
bmw,320,bmw,21999,67592.0,2022-01-01,2022.0,1.0,2,germany,11,False,False,False,3.0
bmw,216,bmw,10499,140903.0,2016-09-01,2016.0,9.0,diesel,belgium,11,False,False,False,9.0
bmw,418,bmw,21895,139000.0,2019-11-01,2019.0,11.0,petrol,netherlands,11,False,False,False,6.0
bmw,218,bmw,19995,93609.0,2021-03-01,2021.0,3.0,petrol,belgium,11,False,False,False,4.0
bmw,520,bmw,28499,39984.0,2018-11-01,2018.0,11.0,diesel,belgium,11,False,False,False,7.0
bmw,118,bmw,22450,49900.0,2024-01-01,2024.0,1.0,petrol,belgium,11,False,False,False,1.0
bmw,520,bmw,23950,69957.0,2019-11-01,2019.0,11.0,diesel,germany,11,False,False,False,6.0
bmw,420,bmw,17000,90000.0,2014-12-01,2014.0,12.0,diesel,italy,12,False,False,False,11.0
bmw,225,bmw,12990,97521.0,2018-07-01,2018.0,7.0,2,belgium,12,False,False,False,7.0
bmw,330,bmw,30990,84955.0,2020-10-01,2020.0,10.0,2,belgium,12,False,False,False,5.0
bmw,525,bmw,9975,158038.0,2013-04-01,2013.0,4.0,diesel,netherlands,12,False,False,False,12.0
bmw,530,bmw,23900,135000.0,2016-04-01,2016.0,4.0,diesel,germany,12,False,False,False,9.0
bmw,x6,bmw,35890,62217.0,2017-10-01,2017.0,10.0,diesel,germany,12,False,False,False,8.0
bmw,335,bmw,17990,164995.0,2009-07-01,2009.0,7.0,petrol,a,12,False,False,False,16.0
bmw,530,bmw,20998,184860.0,2018-08-01,2018.0,8.0,diesel,germany,12,False,False,False,7.0
bmw,116,bmw,17499,100000.0,2021-05-01,2021.0,5.0,diesel,belgium,12,False,False,False,4.0
bmw,x1,bmw,23812,38320.0,2021-11-01,2021.0,11.0,2,germany,12,False,False,False,4.0
bmw,x1,bmw,14990,114000.0,2015-11-01,2015.0,11.0,diesel,germany,12,False,False,False,10.0
bmw,520,bmw,19099,106956.0,2017-10-01,2017.0,10.0,diesel,belgium,12,False,False,False,8.0
bmw,118,bmw,19999,99889.0,2018-07-01,2018.0,7.0,petrol,netherlands,12,False,False,False,7.0
bmw,118,bmw,7495,187765.0,2009-07-01,2009.0,7.0,petrol,netherlands,12,False,False,False,16.0
bmw,x5 m,bmw,32890,138000.0,2015-01-01,2015.0,1.0,petrol,germany,12,False,False,False,10.0
bmw,x1,bmw,17650,66900.0,2018-07-01,2018.0,7.0,petrol,belgium,12,False,False,False,7.0
bmw,x1,bmw,25900,53377.0,2021-06-01,2021.0,6.0,diesel,italy,12,False,False,False,4.0
bmw,318,bmw,7690,225900.0,2012-06-01,2012.0,6.0,diesel,germany,13,False,True,False,13.0
bmw,118,bmw,19900,19000.0,2023-03-01,2023.0,3.0,petrol,italy,13,False,False,False,2.0
bmw,x1,bmw,7990,145700.0,2013-03-01,2013.0,3.0,diesel,germany,13,False,False,False,12.0
bmw,435,bmw,24999,130000.0,2014-10-01,2014.0,10.0,petrol,germany,13,False,False,False,11.0
bmw,x1,bmw,23812,38320.0,2021-11-01,2021.0,11.0,2,germany,13,False,False,False,4.0
bmw,418,bmw,19900,120000.0,2018-04-01,2018.0,4.0,diesel,italy,13,False,False,False,7.0
bmw,x2,bmw,23950,65000.0,2023-07-01,2023.0,7.0,diesel,germany,13,False,False,False,2.0
bmw,x1,bmw,14990,175000.0,2017-04-01,2017.0,4.0,diesel,belgium,13,False,False,False,8.0
bmw,218,bmw,15900,67200.0,2018-08-01,2018.0,8.0,petrol,belgium,13,False,False,False,7.0
bmw,220,bmw,37900,19500.0,2023-06-01,2023.0,6.0,diesel,italy,13,False,False,False,2.0
bmw,320,bmw,10999,91382.0,2010-07-01,2010.0,7.0,petrol,netherlands,13,False,False,False,15.0
bmw,x5,bmw,18900,200000.0,2016-05-01,2016.0,5.0,diesel,italy,13,False,False,False,9.0
bmw,316,bmw,10700,193000.0,2016-06-01,2016.0,6.0,diesel,italy,13,False,False,False,9.0
bmw,320,bmw,10290,192789.0,2014-01-01,2014.0,1.0,diesel,belgium,13,False,False,False,11.0
bmw,225,bmw,8900,194106.0,2016-03-01,2016.0,3.0,2,netherlands,13,False,False,False,9.0
bmw,320,bmw,23750,93125.0,2020-12-01,2020.0,12.0,petrol,germany,13,False,False,False,5.0
bmw,418,bmw,25999,37600.0,2020-04-01,2020.0,4.0,petrol,belgium,13,False,False,False,5.0
bmw,116,bmw,16799,53494.0,2018-10-01,2018.0,10.0,petrol,belgium,13,False,False,False,7.0
bmw,318,bmw,16900,199954.0,2020-01-01,2020.0,1.0,diesel,belgium,13,False,False,False,5.0
bmw,220,bmw,11499,114700.0,2016-12-01,2016.0,12.0,petrol,germany,14,False,False,False,9.0
bmw,216,bmw,8900,220000.0,2017-08-01,2017.0,8.0,diesel,italy,14,False,True,False,8.0
bmw,216,bmw,21999,99000.0,2021-09-01,2021.0,9.0,diesel,belgium,14,False,False,False,4.0
bmw,330,bmw,30900,73962.0,2020-11-01,2020.0,11.0,2,belgium,14,False,False,False,5.0
bmw,540,bmw,32950,186212.0,2017-06-01,2017.0,6.0,petrol,netherlands,14,False,False,False,8.0
bmw,320,bmw,27900,100000.0,2021-01-01,2021.0,1.0,diesel,belgium,14,False,False,False,4.0
bmw,318,bmw,13799,111556.0,2018-06-01,2018.0,6.0,diesel,belgium,14,False,False,False,7.0
bmw,i3,bmw,21770,20482.0,2022-05-01,2022.0,5.0,electric,germany,14,False,False,False,3.0
bmw,i3,bmw,10899,132881.0,2015-12-01,2015.0,12.0,2,belgium,14,False,False,False,10.0
bmw,330,bmw,24542,86000.0,2018-07-01,2018.0,7.0,petrol,germany,14,False,False,False,7.0
bmw,x1,bmw,15400,144746.0,2017-04-01,2017.0,4.0,diesel,italy,14,False,False,False,8.0
bmw,520,bmw,13999,143309.0,2012-10-01,2012.0,10.0,petrol,netherlands,14,False,False,False,13.0
bmw,316,bmw,19990,99000.0,2020-12-01,2020.0,12.0,3,italy,14,False,False,False,5.0
bmw,x1,bmw,16999,62146.0,2015-03-01,2015.0,3.0,diesel,germany,14,False,False,False,10.0
bmw,x1,bmw,26990,37189.0,2022-06-01,2022.0,6.0,petrol,germany,14,False,False,False,3.0
bmw,218,bmw,24490,38400.0,2021-05-01,2021.0,5.0,petrol,germany,14,False,False,False,4.0
bmw,x1,bmw,17490,116000.0,2018-12-01,2018.0,12.0,diesel,italy,14,False,False,False,7.0
bmw,216,bmw,9990,118103.0,2016-09-01,2016.0,9.0,diesel,germany,14,False,False,False,9.0
bmw,318,bmw,7999,222981.0,2016-04-01,2016.0,4.0,diesel,germany,15,False,True,False,9.0
bmw,525,bmw,14900,146000.0,2014-03-01,2014.0,3.0,diesel,italy,15,False,False,False,11.0
bmw,x2,bmw,23990,49830.0,2022-08-01,2022.0,8.0,petrol,belgium,15,False,False,False,3.0
bmw,x1,bmw,18970,97800.0,2018-04-01,2018.0,4.0,petrol,a,15,False,False,False,7.0
bmw,x1,bmw,13990,114990.0,2017-09-01,2017.0,9.0,petrol,belgium,15,False,False,False,8.0
bmw,x1,bmw,14995,163652.0,2016-07-01,2016.0,7.0,petrol,belgium,15,False,False,False,9.0
bmw,118,bmw,20900,21000.0,2023-12-01,2023.0,12.0,petrol,italy,15,False,False,False,2.0
bmw,428,bmw,15450,201163.0,2016-03-01,2016.0,3.0,petrol,belgium,15,False,False,False,9.0
bmw,125,bmw,19900,147000.0,2016-04-01,2016.0,4.0,diesel,italy,15,False,False,False,9.0
bmw,x3,bmw,27990,61333.0,2021-09-01,2021.0,9.0,diesel,belgium,15,False,False,False,4.0
bmw,318,bmw,25490,52633.0,2021-10-01,2021.0,10.0,petrol,belgium,15,False,False,False,4.0
bmw,118,bmw,7990,133000.0,2009-05-01,2009.0,5.0,petrol,germany,15,False,False,False,16.0
bmw,750,bmw,13950,132064.0,2006-09-01,2006.0,9.0,petrol,netherlands,15,False,False,False,19.0
bmw,118,bmw,12490,130500.0,2014-09-01,2014.0,9.0,diesel,germany,15,False,False,False,11.0
bmw,114,bmw,7750,124402.0,2013-03-01,2013.0,3.0,petrol,netherlands,15,False,False,False,12.0
bmw,135,bmw,29990,69000.0,2021-12-01,2021.0,12.0,petrol,belgium,15,False,False,False,4.0
bmw,428,bmw,18950,122610.0,2014-12-01,2014.0,12.0,petrol,netherlands,15,False,False,False,11.0
bmw,x5,bmw,64999,24000.0,2022-11-01,2022.0,11.0,2,belgium,16,False,False,False,3.0
bmw,330,bmw,18900,184000.0,2013-07-01,2013.0,7.0,diesel,a,16,False,False,False,12.0
bmw,x2,bmw,31490,56000.0,2024-01-01,2024.0,1.0,petrol,germany,16,False,False,False,1.0
bmw,x1,bmw,26990,51327.0,2022-01-01,2022.0,1.0,petrol,belgium,16,False,False,False,3.0
