listing_id,price_eur,mileage_km,age_years,make,model,predicted_price_eur,pi_lower_eur,pi_upper_eur,bargain,bargain_score
622,26950,31393.0,5.0,audi,a3,25193.79713062932,19932.374326013945,30455.21993524469,0,0.0
625,26995,5300.0,3.0,audi,a3,29069.315348801527,23804.664768225055,34333.965929378006,0,0.07135755775159827
633,32440,9978.0,1.0,audi,a3,31340.419530412248,26080.109156559873,36600.72990426461,0,0.0
676,5950,189588.0,17.0,audi,a3,1855.3338916668727,-3447.7042011033036,7158.37198443702,0,0.0
683,10745,212768.0,11.0,audi,a3,8191.769806607535,2904.882424074669,13478.657189140351,0,0.0
201,21590,65277.0,3.0,audi,a3,25942.087092623686,20688.053362225957,31196.120823021392,0,0.16776164065308177
217,28999,22000.0,2.0,audi,a3,29456.078320661793,24198.360995714935,34713.795645608654,0,0.015517283586972868
273,36900,9.0,0.0,audi,a3,33117.71637965896,27854.56269001566,38380.870069302255,0,0.0
361,23280,74466.0,1.0,audi,a3,27977.985667691595,22714.025869575755,33241.945465807396,0,0.16791722333022469
437,28500,99800.0,4.0,audi,a3,22884.53343489721,17627.25959296914,28141.807276825257,0,0.0
509,23990,40457.0,5.0,audi,a3,24721.196018302995,19462.92211279126,29979.469923814722,0,0.029577695907658942
513,23995,49600.0,4.0,audi,a3,25501.98443211494,20247.936070561147,30756.032793668724,0,0.05909283005510649
530,32490,24300.0,1.0,audi,a3,30593.66388933352,25335.54235256934,35851.78542609768,0,0.0
542,12480,148850.0,9.0,audi,a3,14039.500852862624,8777.628964906311,19301.3727408189,0,0.11107950839610121
546,13490,76053.0,12.0,audi,a3,14062.643915047782,8769.428029981118,19355.85980011444,0,0.040720928333755374
644,37290,36.0,0.0,audi,a3,33116.30858728994,27853.160506411896,38379.456668167986,0,0.0
723,42500,3214.0,0.0,audi,a3,32950.6062114103,27688.075844995496,38213.1365778251,0,0.0
253,33830,20700.0,2.0,audi,a3,29523.86091620727,24265.87632097804,34781.8455114365,0,0.0
256,20900,80300.0,5.0,audi,a3,22643.763745750286,17391.201594150065,27896.325897350485,0,0.07700856471254919
260,24850,69400.0,3.0,audi,a3,25727.111983828294,20472.704313004426,30981.51965465214,0,0.03409290496265707
268,29590,31499.0,4.0,audi,a3,26445.77886439857,21187.728487829176,31703.829240967956,0,0.0
325,16500,88285.0,7.0,audi,a3,19712.40494306849,14457.899079441655,24966.910806695305,0,0.16296362378645604
341,13990,149500.0,9.0,audi,a3,14005.609555089883,8743.577367807698,19267.64174237203,0,0.001114521651377169
388,8290,203440.0,12.0,audi,a3,7420.6273775462905,2139.5260275162564,12701.728727576274,0,0.0
454,39900,4928.0,1.0,audi,a3,31603.72884387738,26342.238601378154,36865.2190863766,0,0.0
687,12450,141999.0,12.0,audi,a3,10624.189264399967,5354.096510949697,15894.282017850208,0,0.0
230,22400,34330.0,3.0,audi,a3,27555.67784981287,22299.915428952612,32811.44027067312,0,0.18710038192175635
407,19900,91915.0,8.0,audi,a3,18265.626457793158,13008.546042683836,23522.706872902465,0,0.0
532,32950,31524.0,1.0,audi,a3,30217.001219933103,24959.33398298969,35474.668456876505,0,0.0
557,16190,103500.0,8.0,audi,a3,17661.579250566712,12405.601807896453,22917.556693236955,0,0.08332093238601487
585,22260,50000.0,4.0,audi,a3,25481.128248870176,20227.137430284056,30735.11906745629,0,0.1264123086470082
588,22570,17319.0,2.0,audi,a3,29700.14780508363,24441.402080331674,34958.89352983558,1,0.24007112193102276
677,6700,204676.0,14.0,audi,a3,4841.164526661756,-443.9320890051358,10126.261142328596,0,0.0
319,24990,55000.0,3.0,audi,a3,26477.934580639754,21224.214486851288,31731.6546744282,0,0.05619526614163132
330,21990,92972.0,3.0,audi,a3,24498.057105214422,19238.785701818277,29757.32850861054,0,0.10237779651026209
379,34749,78450.0,2.0,audi,a3,26512.749460244646,21253.02356606166,31772.47535442761,0,0.0
426,25900,114850.0,2.0,audi,a3,24614.83678497123,19339.72878058558,29889.944789356843,0,0.0
464,21980,70000.0,4.0,audi,a3,24438.319086632036,19185.500391404286,29691.137781859772,0,0.1005928058274989
495,19995,53232.0,7.0,audi,a3,21540.084421265165,16277.43404043461,26802.734802095714,0,0.07173065764495334
512,23990,71275.0,3.0,audi,a3,25629.348624868468,20374.723911010522,30883.97333872639,0,0.06396372568274278
548,13990,43000.0,11.0,audi,a3,17043.551099349752,11738.659788753792,22348.442409945725,0,0.1791616712708569
562,17490,76400.0,9.0,audi,a3,17817.077043070283,12550.973298243807,23083.180787896745,0,0.018357502876572875
618,26480,9889.0,1.0,audi,a3,31345.060031184206,26084.730704393136,36605.38935797528,0,0.15520978509353986
218,30500,44151.0,3.0,audi,a3,27043.60641069583,21789.259519544306,32297.953301847345,0,0.0
334,32990,55000.0,2.0,audi,a3,27735.44320296886,22479.78376223358,32991.10264370413,0,0.0
401,17900,94753.0,6.0,audi,a3,20632.669082329783,15379.52424288495,25885.8139217746,0,0.13244379926929056
404,18900,91559.0,6.0,audi,a3,20799.205705539214,15546.197023505343,26052.21438757307,0,0.09131145354427744
418,23900,68000.0,4.0,audi,a3,24542.600002855852,19289.814572204355,29795.385433507334,0,0.02618304510447455
474,11499,100870.0,12.0,audi,a3,12768.674166084587,7488.391076910838,18048.957255258323,0,0.0994366485955936
517,24990,38750.0,3.0,audi,a3,27325.21702495824,22070.191374967522,32580.242674948946,0,0.08546014558000789
590,22980,28319.0,3.0,audi,a3,27869.094143523544,22612.0680102662,33126.12027678088,0,0.1754306802490641
675,3699,208753.0,17.0,audi,a3,856.0620119521773,-4446.2394543483415,6158.363478252652,0,0.0
704,17500,109699.0,8.0,audi,a3,17338.360550731002,12082.512790313049,22594.208311148934,0,0.0
202,21790,48686.0,3.0,audi,a3,26807.149433158334,21553.184211482934,32061.11465483372,0,0.187157140510901
255,42661,9395.0,0.0,audi,a3,32628.3260398206,27366.755871157413,37889.89620848379,0,0.0
315,22790,71476.0,3.0,audi,a3,25618.868392787976,20364.218668728096,30873.518116847827,0,0.11042128596063738
371,25499,60000.0,3.0,audi,a3,26217.232290080217,20963.469878008327,31470.994702152093,0,0.027395427638331374
448,33950,38871.0,2.0,audi,a3,28576.416651855812,23320.888098875243,33831.94520483637,0,0.0
516,24990,27002.0,2.0,audi,a3,29195.271749186035,23938.451250307884,34452.092248064175,0,0.14403947958810412
715,24940,78161.0,7.0,audi,a3,20240.274940993433,14984.469801174975,25496.080080811877,0,0.0
289,24950,105035.0,4.0,audi,a3,22611.57813668138,17352.756166586234,27870.400106776495,0,0.0
305,16990,146307.0,4.0,audi,a3,20459.637149486756,15180.635855047662,25738.638443925807,0,0.16958449087518615
545,12599,50900.0,11.0,audi,a3,16631.641480265687,11332.883174080453,21930.39978645093,0,0.24246803810980577
214,24990,69357.0,3.0,audi,a3,25729.354023527107,20474.950985668624,30983.75706138556,0,0.028735817574395223
316,22999,85600.0,3.0,audi,a3,24882.4365624154,19625.184568841338,30139.688555989436,0,0.07569341361288982
339,7990,215700.0,12.0,audi,a3,6781.3853610943115,1494.3360235241107,12068.434698664461,0,0.0
391,13900,158000.0,8.0,audi,a3,14819.924283467786,9554.098625579996,20085.749941355527,0,0.06207348066507993
419,24000,45000.0,3.0,audi,a3,26999.33916175882,21745.07679926273,32253.601524254904,0,0.11108935458713036
458,44900,9.0,0.0,audi,a3,33117.71637965896,27854.56269001566,38380.870069302255,0,0.0
507,23790,42300.0,3.0,audi,a3,27140.118398660972,21885.566336925498,32394.67046039643,0,0.12343786970458681
528,30500,16166.0,1.0,audi,a3,31017.77437561577,25758.61975343309,36276.928997798444,0,0.016692828097389558
571,19890,65442.0,5.0,audi,a3,23418.466672377,18165.325310528493,28671.60803422549,0,0.15067026896935842
580,21440,84781.0,5.0,audi,a3,22410.122352950828,17157.37262523307,27662.87208066857,0,0.04328947150184069
609,25290,6617.0,1.0,audi,a3,31515.66361012637,26254.59164467747,36776.735575575265,1,0.1975418854301385
688,12745,199959.0,9.0,audi,a3,11374.654179221172,6089.467539489546,16659.840818952747,0,0.0
237,23630,21266.0,3.0,audi,a3,28236.84079458682,22977.947531753958,33495.734057419686,0,0.16315000775405372
295,28450,105979.0,3.0,audi,a3,23819.86616655285,18555.92780971546,29083.8045233902,0,0.0
300,32499,69329.0,4.0,audi,a3,24473.305334025128,19220.501526845936,29726.109141204306,0,0.0
313,16970,165000.0,7.0,audi,a3,15712.449699013549,10439.981632834486,20984.91776519256,0,0.0
427,25950,73775.0,3.0,audi,a3,25498.9974795887,20244.03768564068,30753.957273536696,0,0.0
549,14690,115169.0,11.0,audi,a3,13280.62637787154,8012.659371145122,18548.593384597945,0,0.0
614,25900,48646.0,4.0,audi,a3,25551.7264291537,20297.535431845892,30805.9174264615,0,0.0
647,39899,3878.0,0.0,audi,a3,32915.98494722399,27653.573008208004,38178.39688623997,0,0.0
651,16450,55820.0,6.0,audi,a3,22662.653538000657,17405.353816086,27919.953259915306,1,0.2741361918445826
698,14995,125041.0,9.0,audi,a3,15280.913020049014,10022.483817940447,20539.34222215756,0,0.018710467082293316
713,21000,120752.0,5.0,audi,a3,20534.577934207424,15274.24515644156,25794.910711973258,0,0.0
279,14800,171770.0,7.0,audi,a3,15359.458797595937,10083.055899909888,20635.861695281943,0,0.03642438219786124
338,7990,215700.0,12.0,audi,a3,6781.3853610943115,1494.3360235241107,12068.434698664461,0,0.0
398,15990,123000.0,8.0,audi,a3,16644.84031738453,11388.187266382633,21901.493368386396,0,0.03934194049915805
408,20450,73145.0,5.0,audi,a3,23016.82872354098,17764.21803995858,28269.43940712336,0,0.111519651745755
421,24400,89000.0,4.0,audi,a3,23447.650382505806,18192.848119770788,28702.452645240803,0,0.0
428,25950,78793.0,5.0,audi,a3,22722.33941612493,17469.80262493358,27974.876207316258,0,0.0
480,14699,98000.0,5.0,audi,a3,21720.877637169535,16466.596692855597,26975.158581483443,1,0.3232778046294708
502,21900,83500.0,4.0,audi,a3,23734.422902121296,18480.50506425934,28988.34073998323,0,0.0772895515381308
531,32950,9899.0,1.0,audi,a3,31344.538626603087,26084.21143264999,36604.86582055618,0,0.0
582,21960,54082.0,1.0,audi,a3,29040.816765844706,23781.762578938204,34299.87095275118,1,0.24382292078549764
608,24980,40230.0,2.0,audi,a3,28505.557769281728,23250.10205330979,33761.01348525366,0,0.12367966267549949
638,33980,4900.0,1.0,audi,a3,31605.188776704512,26343.691399709078,36866.686153699935,0,0.0
659,29299,26196.0,2.0,audi,a3,29237.29695842423,23980.346065104182,34494.24785174427,0,0.0
667,35900,15169.0,1.0,audi,a3,31069.758412353338,25810.439168190995,36329.07765651567,0,0.0
241,23890,34600.0,3.0,audi,a3,27541.599926122653,22285.88719008217,32797.31266216313,0,0.13258488744000613
356,22940,95181.0,3.0,audi,a3,24382.87883324522,19122.914116416294,29642.84355007411,0,0.05917590138199369
362,23440,48200.0,3.0,audi,a3,26832.48969580072,21578.49179477363,32086.487596827796,0,0.1264321624367061
422,24479,70448.0,2.0,audi,a3,26929.977406056125,21672.155008557387,32187.79980355484,0,0.09101297669506915
483,15000,111225.0,6.0,audi,a3,19773.811456310454,14518.610774194649,25029.01213842623,0,0.2414209049609896
510,23990,44872.0,4.0,audi,a3,25748.504518068035,20493.674732665277,31003.334303470787,0,0.06829540398488276
650,7900,211000.0,11.0,audi,a3,8283.954136549386,2998.112682232025,13569.795590866688,0,0.046349138372863925
652,16900,50192.0,6.0,audi,a3,22956.10003625447,17697.152721926363,28215.04735058257,1,0.26381223407678556
248,26340,36143.0,3.0,audi,a3,27461.147199255982,22205.706723446252,32716.587675065704,0,0.04082667017226278
363,23550,75025.0,4.0,audi,a3,24176.313284619704,18923.263451189367,29429.363118050027,0,0.025906070840757474
375,29480,55190.0,3.0,audi,a3,26468.02789359849,21214.3100114067,31721.745775790267,0,0.0
409,20900,47000.0,5.0,audi,a3,24380.041000876787,19123.614753514204,29636.46724823936,0,0.1427413924673725
478,14450,109915.0,10.0,audi,a3,14812.080967120608,9548.929045392204,20075.232888849,0,0.02444497622746891
523,26990,71000.0,3.0,audi,a3,25643.68725084924,20389.096208108705,30898.278293589756,0,0.0
598,23880,48279.0,5.0,audi,a3,24313.353354951658,19057.246561570446,29569.460148332862,0,0.017823676916347744
234,23440,45172.0,4.0,audi,a3,25732.862380634462,20478.08772551731,30987.637035751613,0,0.08910250040275271
390,13600,92900.0,10.0,audi,a3,15699.250861894707,10432.019867469346,20966.481856320057,0,0.1337166263767412
393,14500,173000.0,10.0,audi,a3,11522.800167130958,6253.699173635489,16791.901160626392,0,0.0
435,26950,37537.0,3.0,audi,a3,27388.463400647983,22133.251799328573,32643.675001967385,0,0.016009054404914486
450,34500,15394.0,1.0,audi,a3,31058.02680927816,25798.7454412866,36317.30817726971,0,0.0
497,20490,87039.0,4.0,audi,a3,23549.897820863254,18295.439880607304,28804.35576111919,0,0.12993253066909016
504,21990,66817.0,4.0,audi,a3,24604.282164802236,19351.500669333807,29857.06366027065,0,0.10625313704709943
611,25880,16783.0,2.0,audi,a3,29728.09509063161,24469.21994542949,34986.97023583373,0,0.12944304298341278
655,23900,33350.0,5.0,audi,a3,25091.758254104316,19831.07321955646,30352.44328865217,0,0.047496004147472494
662,32900,26000.0,1.0,audi,a3,30505.025110543276,25247.049696595943,35763.00052449059,0,0.0
254,39500,4400.0,0.0,audi,a3,32888.767628089576,27626.446208700487,38151.089047478665,0,0.0
262,24900,35252.0,2.0,audi,a3,28765.112969762802,23509.31519056721,34020.910748958384,0,0.1343680789234416
304,53400,15.0,0.0,audi,a3,33117.403536910286,27854.25109418443,38380.55597963614,0,0.0
324,16500,88285.0,7.0,audi,a3,19712.40494306849,14457.899079441655,24966.910806695305,0,0.16296362378645604
440,29999,38000.0,3.0,audi,a3,27364.32236854217,22109.18319470573,32619.4615423786,0,0.0
533,34900,7782.0,2.0,audi,a3,30197.411354096886,24936.005066633315,35458.81764156046,0,0.0
602,23990,76503.0,2.0,audi,a3,26614.266932188526,21355.05334376152,31873.48052061551,0,0.09860376537422551
692,13850,147772.0,11.0,audi,a3,11580.691022049039,6315.2256966142095,16846.15634748384,0,0.0
263,25900,53545.0,3.0,audi,a3,26553.798947192576,21300.051913636245,31807.54598074889,0,0.024621672721586198
266,26900,46089.0,3.0,audi,a3,26942.558202874956,21688.39544590665,32196.720959843246,0,0.0015795902732953786
457,42799,9.0,0.0,audi,a3,33117.71637965896,27854.56269001566,38380.870069302255,0,0.0
465,22190,133083.0,3.0,audi,a3,22406.65118988772,17128.476330499125,27684.826049276275,0,0.009669057105039318
485,16900,69000.0,7.0,audi,a3,20717.933677756613,15460.215234149888,25975.65212136333,0,0.18428158604714812
606,24950,19352.0,3.0,audi,a3,28336.63763141301,23077.16613761191,33596.10912521411,0,0.11951444894290146
722,40900,15850.0,0.0,audi,a3,32291.759382708242,27030.851711429088,37552.66705398739,0,0.0
208,15999,111135.0,8.0,audi,a3,17263.486852882306,12007.623328255802,22519.35037750878,0,0.07324631829352526
233,22915,33441.0,3.0,audi,a3,27602.030717074354,22346.100403061784,32857.96103108692,0,0.16980745964372113
242,24480,43831.0,2.0,audi,a3,28317.79997962075,23062.462639380785,33573.13731986071,0,0.13552606425579214
257,22670,49670.0,5.0,audi,a3,24240.825977717996,18985.05111773335,29496.600837702634,0,0.06480084379805738
259,23950,46563.0,5.0,audi,a3,24402.82638107169,19146.287856763523,29659.364905379847,0,0.01855630876523912
267,28450,64499.0,4.0,audi,a3,24725.14374670564,19472.336037504687,29977.951455906576,0,0.0
434,26900,93000.0,3.0,audi,a3,24496.597172387286,19237.31723534853,29755.877109426012,0,0.0
486,16900,69000.0,7.0,audi,a3,20717.933677756613,15460.215234149888,25975.65212136333,0,0.18428158604714812
601,23990,32481.0,8.0,audi,a3,21364.542445216233,16084.225051688656,26644.85983874381,0,0.0
283,18700,76350.0,7.0,audi,a3,20334.701310634096,15078.57349019546,25590.829131072718,0,0.08038973799822789
354,22340,69000.0,5.0,audi,a3,23232.950922414835,17980.11632287781,28485.785521951846,0,0.03843467519028451
394,14500,173000.0,10.0,audi,a3,11522.800167130958,6253.699173635489,16791.901160626392,0,0.0
412,22800,85356.0,4.0,audi,a3,23637.650211865595,18383.462169023853,28891.838254707316,0,0.03543711851041407
475,12450,156518.0,11.0,audi,a3,11124.670575402299,5858.3684540207105,16390.972696783858,0,0.0
482,14995,102994.0,6.0,audi,a3,20202.979567029557,14949.089571198836,25456.86956286025,0,0.25778274683447033
637,33450,26345.0,0.0,audi,a3,31744.545274823777,26483.972330866003,37005.11821878154,0,0.0
312,11200,145072.0,11.0,audi,a3,11721.470258951187,6456.13440729298,16986.806110609366,0,0.044488468377331974
367,24119,100000.0,4.0,audi,a3,22874.10534327483,17616.776553597072,28131.43413295256,0,0.0
396,15499,129000.0,5.0,audi,a3,20104.523435700416,14840.931714165432,25368.115157235363,0,0.22907896575763648
424,25000,54800.0,3.0,audi,a3,26488.362672262134,21234.639924472864,31742.08542005139,0,0.05618930436273078
449,33950,55132.0,2.0,audi,a3,27728.560662498094,22472.891182689396,32984.23014230677,0,0.0
469,36930,10500.0,0.0,audi,a3,32570.710833606943,27309.27874094888,37832.142926265,0,0.0
471,5700,214700.0,13.0,audi,a3,5576.01719687711,289.4478650169067,10862.586528737258,0,0.0
534,38490,10.0,0.0,audi,a3,33117.66423920084,27854.51075739796,38380.817721003725,0,0.0
554,14990,120238.0,7.0,audi,a3,18046.360885018727,12790.337957979755,23302.38381205767,0,0.16936161836129407
575,20749,69750.0,4.0,audi,a3,24451.354201160015,19198.541492864664,29704.16690945535,0,0.15141714322654443
630,30999,2700.0,0.0,audi,a3,32977.40640687982,27714.781841666452,38240.030972093184,0,0.0599927836188803
708,19950,89888.0,5.0,audi,a3,22143.841033373323,16890.672851798634,27397.00921494799,0,0.09907228967490109
719,29750,35461.0,4.0,audi,a3,26239.19836935919,20982.25768994197,31496.13904877641,0,0.0
721,29950,46758.0,2.0,audi,a3,28165.1848587272,22909.863902783283,33420.5058146711,0,0.0
224,16480,109388.0,7.0,audi,a3,18612.084855532914,13357.533759865779,23866.635951200027,0,0.11455378975983432
284,19950,96508.0,7.0,audi,a3,19283.653956014277,14029.57308445369,24537.734827574845,0,0.0
329,21490,73362.0,4.0,audi,a3,24263.022866459807,19010.072897303296,29515.972835616303,0,0.11429008173145311
397,15700,119000.0,6.0,audi,a3,19368.419394490375,14111.46110146563,24625.37768751509,0,0.18940210451731077
490,18599,99000.0,6.0,audi,a3,20411.228556728514,15157.770586557894,25664.686526899106,0,0.08878586370692113
529,30950,32986.0,1.0,audi,a3,30140.771870173492,24883.14354290846,35398.40019743852,0,0.0
599,23900,11858.0,2.0,audi,a3,29984.886846832753,24724.710405371494,35245.06328829401,1,0.20293179287003005
204,22290,38546.0,3.0,audi,a3,27335.85367841307,22080.797615110947,32590.90974171518,0,0.18458738248214085
223,15990,92950.0,8.0,audi,a3,18211.661083647334,12954.724807823253,23468.5973594714,0,0.1219911282909945
323,6950,188000.0,14.0,audi,a3,5710.658806135914,428.9022021976607,10992.415410074125,0,0.0
347,17990,120209.0,8.0,audi,a3,16790.36433597486,11534.002789597438,22046.725882352253,0,0.0
357,22950,65864.0,5.0,audi,a3,23396.463399053777,18143.363951950218,28649.562846157314,0,0.019082516508534923
372,25590,37700.0,4.0,audi,a3,26122.45588364663,20866.08441817975,31378.82734911351,0,0.02038307140868647
395,15499,129000.0,5.0,audi,a3,20104.523435700416,14840.931714165432,25368.115157235363,0,0.22907896575763648
642,36950,3906.0,1.0,audi,a3,31657.016392067748,26395.261507327727,36918.77127680777,0,0.0
695,14800,112239.0,11.0,audi,a3,13433.397920139429,8164.772220339373,18702.023619939464,0,0.0
258,22900,49900.0,3.0,audi,a3,26743.850917010477,21489.958701865944,31997.743132154996,0,0.14372840055601674
271,31900,29205.0,1.0,audi,a3,30337.914942294614,25080.149369189363,35595.68051539985,0,0.0
332,29990,52453.0,2.0,audi,a3,27868.244949779888,22612.75071198843,33123.739187571344,0,0.0
466,22980,79138.0,3.0,audi,a3,25219.368202734542,19963.513486798765,30475.222918670297,0,0.08879557111552568
496,19999,87000.0,4.0,audi,a3,23551.93129872962,18297.479880563234,28806.38271689598,0,0.15085519967193795
559,16950,43776.0,2.0,audi,a3,28320.667704816908,23065.32937142899,33576.00603820481,1,0.401497161837146
578,20990,64791.0,5.0,audi,a3,23452.410110607852,18199.201169663276,28705.619051552414,0,0.10499603661177961
629,29980,16980.0,0.0,audi,a3,32232.840665041786,26972.013202953614,37493.668127129946,0,0.06989271248081805
648,39980,15290.0,1.0,audi,a3,31063.449416921798,25804.150594228267,36322.74823961532,0,0.0
226,19490,54500.0,9.0,audi,a3,18958.953075721045,13682.964163275516,24234.941988166574,0,0.0
278,13250,147309.0,10.0,audi,a3,12862.34067648396,7599.668497118225,18125.01285584967,0,0.0
292,26450,160830.0,3.0,audi,a3,20959.90989865664,15660.890006457414,26258.929790855815,0,0.0
299,31590,45314.0,3.0,audi,a3,26982.967057911683,21728.734432268997,32237.19968355436,0,0.0
302,42850,50324.0,2.0,audi,a3,27979.25198510014,22723.85424678657,33234.6497234137,0,0.0
374,27440,95789.0,3.0,audi,a3,24351.17743471318,19091.01475823621,29611.34011119012,0,0.0
399,16000,131047.0,8.0,audi,a3,16225.266050958013,10967.408386354142,21483.12371556185,0,0.01388365837888446
446,33600,25500.0,1.0,audi,a3,30531.09533959923,25273.079453616276,35789.111225582164,0,0.0
538,5999,150000.0,16.0,audi,a3,5176.978969730157,-125.16541340079857,10479.12335286109,0,0.0
543,12490,95900.0,11.0,audi,a3,14285.320865229874,9011.712428761817,19558.929301697925,0,0.12567592160982832
573,19990,64000.0,5.0,audi,a3,23493.65321297437,18240.35739328243,28746.949032666293,0,0.14913190303836935
591,22990,37099.0,2.0,audi,a3,28668.80954363011,23413.162839709126,33924.45624755108,1,0.19808320031523166
605,24880,12861.0,2.0,audi,a3,29932.58996734651,24672.69493711101,35192.48499758201,0,0.16879895701836645
351,20999,87290.0,5.0,audi,a3,22279.301943548056,17026.373878935192,27532.2300081609,0,0.057465981061351146
406,19900,86828.0,6.0,audi,a3,21045.882212866647,15792.91848591092,26298.845939822353,0,0.05444686049635394
468,24690,20384.0,2.0,audi,a3,29540.337300970634,24282.285607997852,34798.388993943416,0,0.16419370068639202
520,25990,79594.0,5.0,audi,a3,22680.574909177292,17428.027002508632,27933.12281584593,0,0.0
564,17880,80000.0,6.0,audi,a3,21401.89726085475,16148.66850368734,26655.126018022143,0,0.1645600489493281
596,23490,27900.0,2.0,audi,a3,29148.44961780154,23891.76800898151,34405.13122662157,1,0.19412523451490235
624,26995,5300.0,3.0,audi,a3,29069.315348801527,23804.664768225055,34333.965929378006,0,0.07135755775159827
669,38990,28142.0,2.0,audi,a3,29135.83162693846,23879.186295500742,34392.476958376166,0,0.0
685,11950,178648.0,12.0,audi,a3,8713.29361505669,3440.4139682651885,13986.173261848147,0,0.0
720,29945,45318.0,4.0,audi,a3,25725.249873750126,20470.501776811718,30979.997970688528,0,0.0
200,20990,45323.0,3.0,audi,a3,26982.497793788676,21728.26600832987,32236.72957924747,1,0.22208832701797307
228,21484,42200.0,5.0,audi,a3,24630.31519981394,19372.56837235236,29888.06202727551,0,0.12774157270377554
252,31680,25148.0,2.0,audi,a3,29291.94015852551,24034.811609324075,34549.06870772694,0,0.0
265,25950,33000.0,4.0,audi,a3,26367.516036772595,21109.901468037642,31625.130605507547,0,0.015834484984870008
317,24880,106000.0,3.0,audi,a3,23818.7712169325,18554.824187317834,29082.718246547127,0,0.0
380,34880,9079.0,1.0,audi,a3,31387.29380225485,26126.78894597761,36647.79865853209,0,0.0
462,13940,136318.0,7.0,audi,a3,17207.942318579262,11947.9308164116,22467.953820746887,0,0.18990895355634088
499,21000,37776.0,4.0,audi,a3,26118.49320883013,20862.140330703587,31374.846086956662,0,0.19597199455210804
561,16990,74412.0,7.0,audi,a3,20435.749518454973,15179.246059871537,25692.252977038395,0,0.1686138066696898
565,17925,65278.0,6.0,audi,a3,22169.509085178244,16914.38312096253,27424.635049393943,0,0.19145706243968993
569,18999,61028.0,2.0,audi,a3,27421.14052147029,22164.87417311836,32677.406869822196,1,0.3071404165292066
612,25890,20750.0,0.0,audi,a3,32036.2711379599,26775.634177282544,37296.908098637236,1,0.19185351227337938
673,29990,13157.0,1.0,audi,a3,31174.665014074497,25914.988294635936,36434.34173351305,0,0.03800088993866184
679,6999,152576.0,13.0,audi,a3,8815.191016621215,3539.945718466255,14090.436314776149,0,0.20602968366729105
725,43350,3187.0,0.0,audi,a3,32952.01400377932,27689.47874400158,38214.549263557055,0,0.0
250,27940,27896.0,3.0,audi,a3,27891.149557304878,22634.02313915008,33148.27597545967,0,0.0
269,29990,40339.0,0.0,audi,a3,31014.891704005753,25753.33472611516,36276.448681896334,0,0.033045148562404376
285,20995,157670.0,3.0,audi,a3,21124.673746290267,15828.345784188368,26421.00170839211,0,0.006138496993973203
314,19990,99000.0,6.0,audi,a3,20411.228556728514,15157.770586557894,25664.686526899106,0,0.020637099602201916
350,20980,79900.0,4.0,audi,a3,23922.12855132416,18668.652759918492,29175.604342729806,0,0.12298774103700336
353,21990,56000.0,8.0,audi,a3,20138.251010882293,14870.636540602212,25405.865481162367,0,0.0
373,25900,70000.0,3.0,audi,a3,25695.827708961147,20441.353780292637,30950.301637629636,0,0.0
402,18000,88000.0,7.0,audi,a3,19727.264973630383,14472.734247915978,24981.795699344766,0,0.08755724505851338
432,26500,113028.0,5.0,audi,a3,20937.310832663796,15679.5165397307,26195.105125596856,0,0.0
552,14990,73690.0,7.0,audi,a3,20473.39492921177,15216.743511415294,25730.046347008236,1,0.26783027183185787
593,22990,63250.0,4.0,audi,a3,24790.26717888741,19537.426721240965,30043.10763653384,0,0.07261991836943996
641,36680,18461.0,1.0,audi,a3,30898.11202424894,25639.30481923767,36156.91922926021,0,0.0
661,32800,30000.0,3.0,audi,a3,27781.446033437427,22524.80367663564,33038.08839023921,0,0.0
665,32990,27277.0,1.0,audi,a3,30438.441745534372,25180.56022170517,35696.32326936356,0,0.0
696,14950,98911.0,11.0,audi,a3,14128.325945854922,8855.80251651438,19400.849375195456,0,0.0
306,12700,123902.0,9.0,audi,a3,15340.301001838478,10081.917889683646,20598.68411399328,0,0.17211533212562435
389,9700,224000.0,12.0,audi,a3,6348.619558765484,1056.8390883307648,11640.400029200144,0,0.0
436,27500,69383.0,5.0,audi,a3,23212.981126957973,17960.173240103784,28465.789013812147,0,0.0
463,16950,84900.0,6.0,audi,a3,21146.4090161064,15893.409942468268,26399.40808974452,0,0.19844546716703337
479,14699,98000.0,5.0,audi,a3,21720.877637169535,16466.596692855597,26975.158581483443,1,0.3232778046294708
505,22950,58648.0,4.0,audi,a3,25030.217567118405,19777.143892948814,30283.29124128799,0,0.08310824952041715
506,22995,58505.0,4.0,audi,a3,25037.673652628408,19784.589895463323,30290.757409793485,0,0.08158400340895774
553,14990,120238.0,7.0,audi,a3,18046.360885018727,12790.337957979755,23302.38381205767,0,0.16936161836129407
563,17590,92190.0,9.0,audi,a3,16993.77920948327,11732.329951732352,22255.228467234178,0,0.0
576,20890,40780.0,8.0,audi,a3,20931.828783345518,15656.516033545264,26207.141533145772,0,0.001998333914273133
584,22250,67531.0,1.0,audi,a3,28339.57974469767,23077.677611469782,33601.48187792553,1,0.21487897137349146
604,24870,14450.0,2.0,audi,a3,29849.73877940669,24590.272409443514,35109.20514936986,0,0.16682687966576804
663,32990,16518.0,1.0,audi,a3,30999.420934360376,25740.32245208413,36258.51941663662,0,0.0
707,19800,145802.0,7.0,audi,a3,16713.442213845938,11450.068095469658,21976.816332222174,0,0.0
