make,model,brand,price_eur,price_label,mileage_km,power_hp,registration_date,registration_year,registration_month,fuel_type,listing_country,page,price_outlier_iqr,mileage_outlier_iqr,power_outlier_iqr,logical_issue,age_years
audi,a3,audi,2490,top-price,174410.0,160.0,2008-04-01,2008.0,4.0,petrol,germany,37,False,False,False,False,17.0
audi,a3,audi,4999,unknown,176000.0,140.0,2007-04-01,2007.0,4.0,diesel,germany,37,False,False,False,False,18.0
audi,a3,audi,6280,top-price,161747.0,125.0,2012-03-01,2012.0,3.0,petrol,germany,37,False,False,False,False,13.0
audi,a3,audi,13000,top-price,119000.0,150.0,2016-06-01,2016.0,6.0,petrol,germany,37,False,False,False,False,9.0
audi,a3,audi,13000,fair-price,136000.0,150.0,2015-06-01,2015.0,6.0,petrol,germany,37,False,False,False,False,10.0
audi,a3,audi,2890,toolow-price,172936.0,160.0,2009-03-01,2009.0,3.0,petrol,germany,37,False,False,False,False,16.0
audi,a3,audi,4999,good-price,210000.0,122.0,2013-06-01,2013.0,6.0,petrol,germany,37,False,False,False,False,12.0
audi,a3,audi,13490,top-price,27610.0,131.0,2020-02-01,2020.0,2.0,c,germany,37,False,False,False,False,5.0
audi,a3,audi,4490,good-price,242214.0,105.0,2010-12-01,2010.0,12.0,diesel,germany,37,False,False,False,False,15.0
audi,a3,audi,22990,somewhat-expensive,107850.0,116.0,2022-04-01,2022.0,4.0,diesel,germany,38,False,False,False,False,3.0
audi,a3,audi,500,toolow-price,160000.0,101.0,1997-01-01,1997.0,1.0,petrol,germany,38,False,False,False,False,28.0
audi,a3,audi,12500,top-price,135000.0,150.0,2014-07-01,2014.0,7.0,diesel,germany,38,False,False,False,False,11.0
audi,a3,audi,18890,good-price,33000.0,150.0,2017-04-01,2017.0,4.0,diesel,germany,38,False,False,False,False,8.0
audi,a3,audi,3690,top-price,152000.0,125.0,2007-09-01,2007.0,9.0,petrol,germany,38,False,False,False,False,18.0
audi,a3,audi,1900,good-price,172144.0,160.0,2007-04-01,2007.0,4.0,petrol,germany,38,False,False,False,False,18.0
audi,a3,audi,11100,top-price,173000.0,179.0,2015-03-01,2015.0,3.0,petrol,germany,38,False,False,False,False,10.0
audi,a3,audi,8200,fair-price,183500.0,122.0,2013-03-01,2013.0,3.0,petrol,germany,38,False,False,False,False,12.0
audi,a3,audi,4199,good-price,242000.0,170.0,2008-01-01,2008.0,1.0,diesel,germany,38,False,False,False,False,17.0
audi,a3,audi,5895,top-price,239773.0,122.0,2014-03-01,2014.0,3.0,petrol,germany,38,False,False,False,False,11.0
audi,a3,audi,4999,good-price,182000.0,160.0,2009-06-01,2009.0,6.0,petrol,germany,38,False,False,False,False,16.0
audi,a3,audi,5990,top-price,180000.0,125.0,2012-10-01,2012.0,10.0,petrol,germany,38,False,False,False,False,13.0
audi,a3,audi,7690,top-price,152929.0,160.0,2013-03-01,2013.0,3.0,petrol,germany,38,False,False,False,False,12.0
audi,a3,audi,4999,good-price,261200.0,140.0,2008-08-01,2008.0,8.0,diesel,germany,38,False,False,False,False,17.0
audi,a3,audi,20449,top-price,69750.0,150.0,2021-05-01,2021.0,5.0,petrol,germany,39,False,False,False,False,4.0
audi,a3,audi,6490,fair-price,165500.0,125.0,2012-10-01,2012.0,10.0,petrol,germany,39,False,False,False,False,13.0
audi,a3,audi,11990,top-price,146600.0,150.0,2017-10-01,2017.0,10.0,petrol,germany,39,False,False,False,False,8.0
audi,a3,audi,10850,top-price,109000.0,110.0,2016-03-01,2016.0,3.0,petrol,germany,39,False,False,False,False,9.0
audi,a3,audi,2900,top-price,155350.0,179.0,2002-04-01,2002.0,4.0,petrol,germany,39,False,False,False,False,23.0
audi,a3,audi,3300,top-price,231000.0,140.0,2007-07-01,2007.0,7.0,diesel,germany,39,False,False,False,False,18.0
audi,a3,audi,8900,good-price,189000.0,150.0,2014-01-01,2014.0,1.0,diesel,germany,39,False,False,False,False,11.0
audi,a3,audi,10980,top-price,199303.0,150.0,2018-09-01,2018.0,9.0,diesel,germany,39,False,False,False,False,7.0
audi,a3,audi,4650,fair-price,177000.0,105.0,2012-05-01,2012.0,5.0,petrol,germany,39,False,False,False,False,13.0
audi,a3,audi,6990,fair-price,189000.0,122.0,2013-02-01,2013.0,2.0,petrol,germany,39,False,False,False,False,12.0
audi,a3,audi,3000,good-price,240616.0,140.0,2008-04-01,2008.0,4.0,diesel,germany,39,False,False,False,False,17.0
audi,a3,audi,6890,fair-price,233150.0,105.0,2014-06-01,2014.0,6.0,diesel,germany,39,False,False,False,False,11.0
audi,a3,audi,6995,good-price,140000.0,160.0,2009-11-01,2009.0,11.0,petrol,germany,39,False,False,False,False,16.0
audi,a3,audi,13800,top-price,85000.0,116.0,2018-02-01,2018.0,2.0,diesel,germany,39,False,False,False,False,7.0
audi,a3,audi,3190,top-price,230000.0,140.0,2008-09-01,2008.0,9.0,diesel,germany,39,False,False,False,False,17.0
audi,a3,audi,8900,good-price,229000.0,150.0,2014-10-01,2014.0,10.0,diesel,germany,39,False,False,False,False,11.0
audi,a3,audi,23600,top-price,48950.0,150.0,2022-01-01,2022.0,1.0,petrol,germany,39,False,False,False,False,3.0
audi,a3,audi,1999,top-price,186832.0,116.0,2005-01-01,2005.0,1.0,petrol,germany,39,False,False,False,False,20.0
audi,a3,audi,1900,good-price,253972.0,150.0,2005-07-01,2005.0,7.0,petrol,germany,39,False,False,False,False,20.0
audi,a3,audi,7700,fair-price,137956.0,125.0,2009-07-01,2009.0,7.0,petrol,germany,40,False,False,False,False,16.0
audi,a3,audi,5880,fair-price,180000.0,105.0,2012-03-01,2012.0,3.0,petrol,germany,40,False,False,False,False,13.0
audi,a3,audi,8500,top-price,178200.0,150.0,2014-08-01,2014.0,8.0,petrol,germany,40,False,False,False,False,11.0
audi,a3,audi,4950,top-price,152000.0,160.0,2009-10-01,2009.0,10.0,petrol,germany,40,False,False,False,False,16.0
audi,a3,audi,4999,somewhat-expensive,162400.0,105.0,2007-04-01,2007.0,4.0,diesel,germany,40,False,False,False,False,18.0
audi,a3,audi,18830,top-price,108000.0,116.0,2021-01-01,2021.0,1.0,diesel,germany,40,False,False,False,False,4.0
audi,a3,audi,3500,toolow-price,141000.0,125.0,2001-05-01,2001.0,5.0,petrol,germany,40,False,False,False,False,24.0
audi,a3,audi,12850,top-price,115926.0,140.0,2014-01-01,2014.0,1.0,petrol,germany,40,False,False,False,False,11.0
audi,a3,audi,3999,good-price,131134.0,102.0,2010-07-01,2010.0,7.0,petrol,germany,40,False,False,False,False,15.0
audi,a3,audi,2750,good-price,187000.0,125.0,2002-03-01,2002.0,3.0,petrol,germany,40,False,False,False,False,23.0
audi,a3,audi,1999,fair-price,225900.0,150.0,2005-12-01,2005.0,12.0,petrol,germany,40,False,False,False,False,20.0
audi,a3,audi,22970,good-price,128000.0,150.0,2021-12-01,2021.0,12.0,diesel,germany,40,False,False,False,False,4.0
audi,a3,audi,12999,top-price,114000.0,150.0,2015-11-01,2015.0,11.0,diesel,germany,40,False,False,False,False,10.0
audi,a3,audi,8500,good-price,181400.0,125.0,2016-01-01,2016.0,1.0,petrol,germany,40,False,False,False,False,9.0
audi,a3,audi,12290,fair-price,182000.0,179.0,2013-11-01,2013.0,11.0,petrol,germany,40,False,False,False,False,12.0
audi,a3,audi,4500,toolow-price,33000.0,150.0,2002-05-01,2002.0,5.0,petrol,germany,40,False,False,False,False,23.0
audi,a3,audi,22799,top-price,55000.0,150.0,2021-02-01,2021.0,2.0,diesel,germany,40,False,False,False,False,4.0
audi,a3,audi,7600,good-price,65337.0,102.0,2009-10-01,2009.0,10.0,petrol,germany,40,False,False,False,False,16.0
audi,a3,audi,20890,fair-price,40780.0,150.0,2017-05-01,2017.0,5.0,petrol,germany,41,False,False,False,False,8.0
audi,a3,audi,1999,good-price,222383.0,102.0,2003-09-01,2003.0,9.0,petrol,germany,41,False,False,False,False,22.0
audi,a3,audi,9750,top-price,206277.0,184.0,2014-09-01,2014.0,9.0,diesel,germany,41,False,False,False,False,11.0
audi,a3,audi,500,toolow-price,252000.0,125.0,1999-08-01,1999.0,8.0,petrol,germany,41,False,False,False,False,26.0
audi,a3,audi,5990,fair-price,160632.0,105.0,2012-05-01,2012.0,5.0,petrol,germany,41,False,False,False,False,13.0
audi,a3,audi,3000,top-price,148000.0,102.0,2005-06-01,2005.0,6.0,petrol,germany,41,False,False,False,False,20.0
audi,a3,audi,5999,fair-price,224000.0,105.0,2011-07-01,2011.0,7.0,diesel,germany,41,False,False,False,False,14.0
audi,a3,audi,14990,top-price,40645.0,116.0,2017-07-01,2017.0,7.0,petrol,germany,41,False,False,False,False,8.0
audi,a3,audi,2299,top-price,207000.0,150.0,2005-11-01,2005.0,11.0,petrol,germany,41,False,False,False,False,20.0
audi,a3,audi,12990,top-price,121788.0,110.0,2016-03-01,2016.0,3.0,petrol,germany,41,False,False,False,False,9.0
audi,a3,audi,1799,good-price,264000.0,200.0,2005-11-01,2005.0,11.0,petrol,germany,41,False,False,False,False,20.0
audi,a3,audi,4650,good-price,232000.0,200.0,2008-12-01,2008.0,12.0,petrol,germany,41,False,False,False,False,17.0
audi,a3,audi,6900,fair-price,109000.0,125.0,2010-08-01,2010.0,8.0,petrol,germany,41,False,False,False,False,15.0
audi,a3,audi,24900,top-price,120000.0,200.0,2021-10-01,2021.0,10.0,diesel,germany,41,False,False,False,False,4.0
audi,a3,audi,7290,top-price,137102.0,105.0,2013-10-01,2013.0,10.0,petrol,germany,41,False,False,False,False,12.0
audi,a3,audi,12999,top-price,141999.0,116.0,2017-11-01,2017.0,11.0,diesel,germany,41,False,False,False,False,8.0
audi,a3,audi,1100,toolow-price,255317.0,150.0,1998-07-01,1998.0,7.0,petrol,germany,41,False,False,False,False,27.0
audi,a3,audi,25900,top-price,28000.0,116.0,2022-10-01,2022.0,10.0,diesel,germany,41,False,False,False,False,3.0
audi,a3,audi,23900,top-price,11858.0,110.0,2023-03-01,2023.0,3.0,petrol,unknown,42,False,False,False,False,2.0
audi,a3,audi,17400,good-price,100000.0,110.0,2021-11-01,2021.0,11.0,petrol,unknown,42,False,False,False,False,4.0
audi,a3,audi,11990,top-price,178000.0,184.0,2013-10-01,2013.0,10.0,diesel,unknown,42,False,False,False,False,12.0
audi,a3,audi,12980,fair-price,132281.0,140.0,2013-09-01,2013.0,9.0,petrol,unknown,42,False,False,False,False,12.0
audi,a3,audi,12490,top-price,111000.0,116.0,2016-12-01,2016.0,12.0,petrol,unknown,42,False,False,False,False,9.0
audi,a3,audi,18990,fair-price,65000.0,150.0,2016-06-01,2016.0,6.0,petrol,unknown,42,False,False,False,False,9.0
audi,a3,audi,8800,good-price,159200.0,122.0,2014-01-01,2014.0,1.0,petrol,unknown,42,False,False,False,False,11.0
audi,a3,audi,29930,top-price,53290.0,150.0,2023-11-01,2023.0,11.0,diesel,unknown,42,False,False,False,False,2.0
audi,a3,audi,13390,fair-price,164300.0,116.0,2019-04-01,2019.0,4.0,diesel,unknown,42,False,False,False,False,6.0
audi,a3,audi,16400,fair-price,118500.0,150.0,2016-11-01,2016.0,11.0,diesel,unknown,42,False,False,False,False,9.0
audi,a3,audi,16980,good-price,96500.0,150.0,2019-06-01,2019.0,6.0,petrol,unknown,42,False,False,False,False,6.0
audi,a3,audi,2000,top-price,192000.0,116.0,2005-07-01,2005.0,7.0,petrol,unknown,42,False,False,False,False,20.0
audi,a3,audi,5600,good-price,110500.0,125.0,2009-06-01,2009.0,6.0,petrol,unknown,42,False,False,False,False,16.0
audi,a3,audi,10499,good-price,151000.0,200.0,2010-03-01,2010.0,3.0,petrol,unknown,42,False,False,False,False,15.0
audi,a3,audi,4990,good-price,154000.0,102.0,2007-06-01,2007.0,6.0,petrol,unknown,42,False,False,False,False,18.0
audi,a3,audi,2850,fair-price,224000.0,200.0,2004-09-01,2004.0,9.0,petrol,unknown,42,False,False,False,False,21.0
audi,a3,audi,22430,toolow-price,87700.0,150.0,2022-11-01,2022.0,11.0,petrol,unknown,42,False,False,False,False,3.0
audi,a3,audi,23990,top-price,76503.0,150.0,2023-08-01,2023.0,8.0,petrol,germany,43,False,False,False,False,2.0
audi,a3,audi,18499,top-price,93000.0,110.0,2021-03-01,2021.0,3.0,petrol,germany,43,False,False,False,False,4.0
audi,a3,audi,5990,top-price,163500.0,160.0,2009-04-01,2009.0,4.0,petrol,germany,43,False,False,False,False,16.0
audi,a3,audi,1999,toolow-price,125000.0,102.0,2002-04-01,2002.0,4.0,petrol,germany,43,False,False,False,False,23.0
audi,a3,audi,5999,fair-price,171000.0,125.0,2009-04-01,2009.0,4.0,petrol,germany,43,False,False,False,False,16.0
audi,a3,audi,5980,top-price,125000.0,102.0,2006-10-01,2006.0,10.0,petrol,germany,43,False,False,False,False,19.0
audi,a3,audi,8980,fair-price,150000.0,125.0,2012-11-01,2012.0,11.0,petrol,germany,43,False,False,False,False,13.0
audi,a3,audi,12890,top-price,152854.0,150.0,2017-11-01,2017.0,11.0,petrol,germany,43,False,False,False,False,8.0
audi,a3,audi,4900,good-price,230989.0,105.0,2010-07-01,2010.0,7.0,diesel,germany,43,False,False,False,False,15.0
audi,a3,audi,3100,good-price,246532.0,125.0,2009-02-01,2009.0,2.0,petrol,germany,43,False,False,False,False,16.0
audi,a3,audi,19999,good-price,57000.0,150.0,2018-08-01,2018.0,8.0,petrol,germany,43,False,False,False,False,7.0
audi,a3,audi,13490,top-price,170000.0,150.0,2015-08-01,2015.0,8.0,diesel,germany,43,False,False,False,False,10.0
audi,a3,audi,3000,good-price,243000.0,200.0,2005-11-01,2005.0,11.0,petrol,germany,43,False,False,False,False,20.0
audi,a3,audi,12500,good-price,146000.0,110.0,2016-07-01,2016.0,7.0,diesel,germany,43,False,False,False,False,9.0
audi,a3,audi,3999,fair-price,237054.0,125.0,2008-08-01,2008.0,8.0,petrol,germany,43,False,False,False,False,17.0
audi,a3,audi,1850,toolow-price,257000.0,102.0,2001-04-01,2001.0,4.0,petrol,germany,43,False,False,False,False,24.0
audi,a3,audi,6990,top-price,109000.0,102.0,2009-09-01,2009.0,9.0,petrol,germany,43,False,False,False,False,16.0
audi,a3,audi,9490,top-price,170000.0,150.0,2013-04-01,2013.0,4.0,diesel,germany,43,False,False,False,False,12.0
audi,a3,audi,12499,top-price,155000.0,150.0,2014-12-01,2014.0,12.0,diesel,germany,43,False,False,False,False,11.0
audi,a3,audi,21440,fair-price,84781.0,150.0,2020-04-01,2020.0,4.0,petrol,germany,44,False,False,False,False,5.0
audi,a3,audi,5200,top-price,166523.0,102.0,2010-03-01,2010.0,3.0,petrol,germany,44,False,False,False,False,15.0
audi,a3,audi,950,toolow-price,196350.0,101.0,2000-02-01,2000.0,2.0,petrol,germany,44,False,False,False,False,25.0
audi,a3,audi,5500,good-price,112000.0,102.0,2007-04-01,2007.0,4.0,petrol,germany,44,False,False,False,False,18.0
audi,a3,audi,3499,good-price,240139.0,170.0,2007-10-01,2007.0,10.0,diesel,germany,44,False,False,False,False,18.0
audi,a3,audi,11390,top-price,139000.0,150.0,2014-08-01,2014.0,8.0,petrol,germany,44,False,False,False,False,11.0
audi,a3,audi,8160,unknown,144000.0,122.0,2013-03-01,2013.0,3.0,petrol,germany,44,False,False,False,False,12.0
audi,a3,audi,10790,fair-price,154590.0,122.0,2013-04-01,2013.0,4.0,petrol,germany,44,False,False,False,False,12.0
audi,a3,audi,2500,toolow-price,110000.0,125.0,2003-01-01,2003.0,1.0,petrol,germany,44,False,False,False,False,22.0
audi,a3,audi,11999,somewhat-expensive,98000.0,105.0,2013-10-01,2013.0,10.0,petrol,germany,44,False,False,False,False,12.0
audi,a3,audi,9699,good-price,153000.0,110.0,2014-10-01,2014.0,10.0,diesel,germany,44,False,False,False,False,11.0
audi,a3,audi,14900,good-price,69500.0,116.0,2017-07-01,2017.0,7.0,petrol,germany,44,False,False,False,False,8.0
audi,a3,audi,11700,somewhat-expensive,257000.0,150.0,2016-10-01,2016.0,10.0,diesel,germany,44,False,False,False,False,9.0
audi,a3,audi,26420,unknown,43000.0,116.0,2023-06-01,2023.0,6.0,diesel,germany,44,False,False,False,False,2.0
audi,a3,audi,7499,fair-price,199000.0,105.0,2013-05-01,2013.0,5.0,diesel,germany,44,False,False,False,False,12.0
audi,a3,audi,12990,top-price,66245.0,116.0,2016-09-01,2016.0,9.0,petrol,germany,44,False,False,False,False,9.0
audi,a3,audi,10000,good-price,175000.0,150.0,2013-11-01,2013.0,11.0,diesel,germany,44,False,False,False,False,12.0
audi,a3,audi,4990,good-price,165820.0,102.0,2007-06-01,2007.0,6.0,petrol,germany,44,False,False,False,False,18.0
audi,a3,audi,20440,top-price,50000.0,150.0,2019-08-01,2019.0,8.0,petrol,germany,45,False,False,False,False,6.0
audi,a3,audi,5900,good-price,192423.0,102.0,2009-03-01,2009.0,3.0,petrol,germany,45,False,False,False,False,16.0
audi,a3,audi,5999,fair-price,80000.0,102.0,2005-07-01,2005.0,7.0,petrol,germany,45,False,False,False,False,20.0
audi,a3,audi,5500,top-price,154491.0,105.0,2011-03-01,2011.0,3.0,petrol,germany,45,False,False,False,False,14.0
audi,a3,audi,2480,somewhat-expensive,220000.0,150.0,2004-04-01,2004.0,4.0,petrol,germany,45,False,False,False,False,21.0
audi,a3,audi,4200,fair-price,252259.0,160.0,2008-09-01,2008.0,9.0,petrol,germany,45,False,False,False,False,17.0
audi,a3,audi,650,toolow-price,235000.0,150.0,2005-01-01,2005.0,1.0,petrol,germany,45,False,False,False,False,20.0
audi,a3,audi,22880,top-price,65340.0,150.0,2021-11-01,2021.0,11.0,petrol,germany,45,False,False,False,False,4.0
audi,a3,audi,14900,top-price,92338.0,150.0,2015-01-01,2015.0,1.0,petrol,germany,45,False,False,False,False,10.0
audi,a3,audi,10990,unknown,125000.0,140.0,2014-04-01,2014.0,4.0,petrol,germany,45,False,False,False,False,11.0
audi,a3,audi,5599,fair-price,151500.0,125.0,2010-12-01,2010.0,12.0,petrol,germany,45,False,False,False,False,15.0
audi,a3,audi,3950,toolow-price,112018.0,101.0,1999-09-01,1999.0,9.0,petrol,germany,45,False,False,False,False,26.0
audi,a3,audi,3490,toolow-price,88542.0,101.0,2000-08-01,2000.0,8.0,petrol,germany,45,False,False,False,False,25.0
audi,a3,audi,2790,somewhat-expensive,240000.0,150.0,2005-02-01,2005.0,2.0,petrol,germany,45,False,False,False,False,20.0
audi,a3,audi,5000,fair-price,176000.0,160.0,2008-08-01,2008.0,8.0,petrol,germany,45,False,False,False,False,17.0
audi,a3,audi,14999,good-price,107744.0,150.0,2015-06-01,2015.0,6.0,petrol,germany,45,False,False,False,False,10.0
audi,a3,audi,17999,good-price,124800.0,190.0,2019-07-01,2019.0,7.0,petrol,germany,45,False,False,False,False,6.0
audi,a3,audi,20990,top-price,61000.0,110.0,2023-03-01,2023.0,3.0,petrol,germany,45,False,False,False,False,2.0
audi,a3,audi,26390,top-price,37798.0,116.0,2024-03-01,2024.0,3.0,diesel,germany,45,False,False,False,False,1.0
audi,a3,audi,20999,good-price,87290.0,150.0,2020-06-01,2020.0,6.0,diesel,germany,46,False,False,False,False,5.0
audi,a3,audi,8900,top-price,98000.0,125.0,2010-12-01,2010.0,12.0,petrol,germany,46,False,False,False,False,15.0
audi,a3,audi,8390,good-price,99690.0,105.0,2012-10-01,2012.0,10.0,petrol,germany,46,False,False,False,False,13.0
audi,a3,audi,5990,unknown,122586.0,125.0,2007-12-01,2007.0,12.0,petrol,germany,46,False,False,False,False,18.0
audi,a3,audi,5999,top-price,145000.0,125.0,2009-06-01,2009.0,6.0,petrol,germany,46,False,False,False,False,16.0
audi,a3,audi,9390,somewhat-expensive,136460.0,122.0,2013-01-01,2013.0,1.0,petrol,germany,46,False,False,False,False,12.0
audi,a3,audi,2990,good-price,168000.0,150.0,2002-06-01,2002.0,6.0,petrol,germany,46,False,False,False,False,23.0
audi,a3,audi,8300,toolow-price,96943.0,105.0,2013-02-01,2013.0,2.0,petrol,germany,46,False,False,False,False,12.0
audi,a3,audi,5790,good-price,217000.0,105.0,2010-03-01,2010.0,3.0,diesel,germany,46,False,False,False,False,15.0
audi,a3,audi,4990,fair-price,152000.0,125.0,2010-01-01,2010.0,1.0,petrol,germany,46,False,False,False,False,15.0
audi,a3,audi,19990,top-price,67000.0,150.0,2021-10-01,2021.0,10.0,petrol,germany,46,False,False,False,False,4.0
audi,a3,audi,20999,somewhat-expensive,84000.0,184.0,2014-05-01,2014.0,5.0,diesel,germany,46,False,False,False,False,11.0
audi,a3,audi,7400,good-price,93000.0,102.0,2008-10-01,2008.0,10.0,petrol,germany,46,False,False,False,False,17.0
audi,a3,audi,9000,top-price,112000.0,105.0,2014-04-01,2014.0,4.0,petrol,germany,46,False,False,False,False,11.0
audi,a3,audi,14900,top-price,60800.0,110.0,2015-08-01,2015.0,8.0,petrol,germany,46,False,False,False,False,10.0
audi,a3,audi,7990,good-price,89365.0,105.0,2011-08-01,2011.0,8.0,petrol,germany,46,False,False,False,False,14.0
audi,a3,audi,19680,good-price,67447.0,116.0,2019-08-01,2019.0,8.0,diesel,germany,47,False,False,False,False,6.0
audi,a3,audi,9480,fair-price,167208.0,105.0,2014-03-01,2014.0,3.0,petrol,germany,47,False,False,False,False,11.0
audi,a3,audi,20449,good-price,51100.0,110.0,2023-08-01,2023.0,8.0,petrol,germany,47,False,False,False,False,2.0
audi,a3,audi,8990,good-price,68480.0,160.0,2009-04-01,2009.0,4.0,petrol,germany,47,False,False,False,False,16.0
audi,a3,audi,9990,top-price,179549.0,179.0,2014-09-01,2014.0,9.0,petrol,germany,47,False,False,False,False,11.0
audi,a3,audi,16988,fair-price,60000.0,125.0,2016-04-01,2016.0,4.0,petrol,germany,47,False,False,False,False,9.0
audi,a3,audi,14800,top-price,87000.0,116.0,2019-01-01,2019.0,1.0,petrol,germany,47,False,False,False,False,6.0
audi,a3,audi,13890,top-price,109961.0,125.0,2016-03-01,2016.0,3.0,petrol,germany,47,False,False,False,False,9.0
audi,a3,audi,12450,good-price,205900.0,116.0,2018-05-01,2018.0,5.0,diesel,germany,47,False,False,False,False,7.0
audi,a3,audi,11999,top-price,157000.0,150.0,2016-10-01,2016.0,10.0,petrol,germany,47,False,False,False,False,9.0
audi,a3,audi,6499,top-price,173800.0,125.0,2009-05-01,2009.0,5.0,petrol,germany,47,False,False,False,False,16.0
audi,a3,audi,4990,fair-price,195700.0,125.0,2012-05-01,2012.0,5.0,petrol,germany,47,False,False,False,False,13.0
audi,a3,audi,13298,top-price,107000.0,125.0,2016-04-01,2016.0,4.0,petrol,germany,47,False,False,False,False,9.0
audi,a3,audi,10799,top-price,110000.0,125.0,2014-12-01,2014.0,12.0,petrol,germany,47,False,False,False,False,11.0
audi,a3,audi,1700,toolow-price,183000.0,102.0,2001-09-01,2001.0,9.0,petrol,germany,47,False,False,False,False,24.0
audi,a3,audi,18200,good-price,76000.0,150.0,2018-12-01,2018.0,12.0,petrol,germany,47,False,False,False,False,7.0
audi,a3,audi,19990,fair-price,143000.0,150.0,2020-02-01,2020.0,2.0,petrol,germany,47,False,False,False,False,5.0
audi,a3,audi,16700,good-price,131000.0,150.0,2018-03-01,2018.0,3.0,diesel,germany,47,False,False,False,False,7.0
audi,a3,audi,24950,fair-price,19352.0,110.0,2022-08-01,2022.0,8.0,petrol,unknown,48,False,False,False,False,3.0
audi,a3,audi,10500,top-price,133000.0,122.0,2013-04-01,2013.0,4.0,petrol,unknown,48,False,False,False,False,12.0
audi,a3,audi,22900,top-price,25457.0,110.0,2024-01-01,2024.0,1.0,petrol,unknown,48,False,False,False,False,1.0
audi,a3,audi,3998,good-price,230000.0,160.0,2008-09-01,2008.0,9.0,petrol,unknown,48,False,False,False,False,17.0
audi,a3,audi,12890,good-price,132000.0,150.0,2015-10-01,2015.0,10.0,petrol,unknown,48,False,False,False,False,10.0
audi,a3,audi,500,toolow-price,180000.0,101.0,2000-01-01,2000.0,1.0,petrol,unknown,48,False,False,False,False,25.0
audi,a3,audi,11400,top-price,121100.0,122.0,2014-09-01,2014.0,9.0,petrol,unknown,48,False,False,False,False,11.0
audi,a3,audi,2300,top-price,258000.0,140.0,2007-05-01,2007.0,5.0,diesel,unknown,48,False,False,False,False,18.0
audi,a3,audi,5380,top-price,134761.0,160.0,2008-10-01,2008.0,10.0,petrol,unknown,48,False,False,False,False,17.0
audi,a3,audi,14900,top-price,137000.0,150.0,2019-02-01,2019.0,2.0,petrol,unknown,48,False,False,False,False,6.0
audi,a3,audi,10980,good-price,134950.0,140.0,2014-02-01,2014.0,2.0,petrol,unknown,48,False,False,False,False,11.0
audi,a3,audi,3800,good-price,188000.0,150.0,2005-05-01,2005.0,5.0,petrol,unknown,48,False,False,False,False,20.0
audi,a3,audi,9900,top-price,117000.0,122.0,2013-02-01,2013.0,2.0,petrol,unknown,48,False,False,False,False,12.0
audi,a3,audi,1500,toolow-price,173000.0,102.0,2001-07-01,2001.0,7.0,petrol,unknown,48,False,False,False,False,24.0
audi,a3,audi,5690,fair-price,190000.0,105.0,2011-06-01,2011.0,6.0,petrol,unknown,48,False,False,False,False,14.0
audi,a3,audi,10800,fair-price,161000.0,150.0,2014-04-01,2014.0,4.0,diesel,unknown,48,False,False,False,False,11.0
audi,a3,audi,3250,top-price,241300.0,125.0,2008-05-01,2008.0,5.0,petrol,unknown,48,False,False,False,False,17.0
audi,a3,audi,6990,top-price,135174.0,105.0,2013-03-01,2013.0,3.0,petrol,unknown,48,False,False,False,False,12.0
audi,a3,audi,4890,top-price,139854.0,102.0,2005-02-01,2005.0,2.0,petrol,unknown,48,False,False,False,False,20.0
audi,a3,audi,25499,top-price,60000.0,150.0,2022-08-01,2022.0,8.0,diesel,germany,49,False,False,False,False,3.0
audi,a3,audi,1190,unknown,228000.0,102.0,2003-02-01,2003.0,2.0,petrol,germany,49,False,False,False,False,22.0
audi,a3,audi,1200,toolow-price,210000.0,102.0,2006-07-01,2006.0,7.0,petrol,germany,49,False,False,False,False,19.0
audi,a3,audi,21500,top-price,147500.0,150.0,2021-01-01,2021.0,1.0,diesel,germany,49,False,False,False,False,4.0
audi,a3,audi,17221,top-price,66600.0,150.0,2019-08-01,2019.0,8.0,petrol,germany,49,False,False,False,False,6.0
audi,a3,audi,10490,good-price,181000.0,150.0,2013-03-01,2013.0,3.0,diesel,germany,49,False,False,False,False,12.0
audi,a3,audi,6200,good-price,150000.0,105.0,2012-08-01,2012.0,8.0,petrol,germany,49,False,False,False,False,13.0
audi,a3,audi,9490,top-price,150000.0,125.0,2014-10-01,2014.0,10.0,petrol,germany,49,False,False,False,False,11.0
audi,a3,audi,4990,unknown,163000.0,102.0,2008-12-01,2008.0,12.0,petrol,germany,49,False,False,False,False,17.0
audi,a3,audi,4890,top-price,184274.0,125.0,2012-03-01,2012.0,3.0,petrol,germany,49,False,False,False,False,13.0
audi,a3,audi,16999,top-price,55000.0,150.0,2020-08-01,2020.0,8.0,2,germany,49,False,False,False,False,5.0
audi,a3,audi,6290,unknown,234500.0,170.0,2007-06-01,2007.0,6.0,diesel,germany,49,False,False,False,False,18.0
audi,a3,audi,3950,somewhat-expensive,217686.0,105.0,2005-04-01,2005.0,4.0,diesel,germany,49,False,False,False,False,20.0
audi,a3,audi,4490,fair-price,177000.0,125.0,2007-12-01,2007.0,12.0,petrol,germany,49,False,False,False,False,18.0
audi,a3,audi,8790,good-price,55000.0,125.0,2009-10-01,2009.0,10.0,petrol,germany,49,False,False,False,False,16.0
audi,a3,audi,9500,top-price,220000.0,150.0,2016-03-01,2016.0,3.0,diesel,germany,49,False,False,False,False,9.0
audi,a3,audi,4999,good-price,229000.0,140.0,2009-09-01,2009.0,9.0,diesel,germany,49,False,False,False,False,16.0
