make,model,mileage,price,price_label,registration,fuel,country,power_hp,country_name,page
audi,a3,60005,23760,fair-price,01-2024,b,d,110,germany,9
audi,a3,11347,25490,top-price,12-2024,b,d,116,germany,9
audi,a3,49865,24490,fair-price,10-2019,b,d,150,germany,9
audi,a3,69114,18220,top-price,04-2018,b,d,150,germany,9
audi,a3,113278,20950,top-price,10-2021,d,d,150,germany,9
audi,a3,18000,34949,good-price,09-2024,d,d,150,germany,9
audi,a3,4400,38500,top-price,03-2025,2,d,204,germany,9
audi,a3,107000,16990,top-price,04-2017,d,d,150,germany,9
audi,a3,137956,7700,fair-price,07-2009,b,d,125,germany,9
audi,a3,99750,22449,fair-price,09-2019,d,d,184,germany,9
audi,a3,29900,31990,top-price,02-2025,b,d,150,germany,9
audi,a3,14712,23630,good-price,11-2022,2,d,150,germany,10
audi,a3,34,37990,unknown,10-2025,d,d,150,germany,10
audi,a3,13186,30990,top-price,04-2024,b,d,150,germany,10
audi,a3,57315,25990,good-price,07-2022,b,d,150,germany,10
audi,a3,90647,23875,fair-price,12-2021,d,d,150,germany,10
audi,a3,10748,25990,top-price,10-2024,b,d,116,germany,10
audi,a3,8900,39990,unknown,08-2025,b,d,150,germany,10
audi,a3,6714,25990,top-price,12-2024,b,d,116,germany,10
audi,a3,32040,29289,top-price,03-2023,b,d,150,germany,10
audi,a3,55390,17980,good-price,03-2019,d,d,116,germany,10
audi,a3,99623,16920,top-price,07-2021,d,d,116,germany,10
audi,a3,9978,32440,top-price,10-2024,b,d,150,germany,10
audi,a3,44538,20899,toolow-price ,03-2021,2,d,204,germany,10
audi,a3,95300,26480,top-price,05-2022,d,d,200,germany,10
audi,a3,117127,21930,fair-price,08-2022,2,d,204,germany,10
audi,a3,44650,18950,good-price,05-2020,b,d,150,germany,10
audi,a3,22900,30590,unknown,09-2023,b,d,150,germany,10
audi,a3,21100,35790,fair-price,01-2025,b,d,150,germany,10
audi,a3,85932,27850,somewhat-expensive,10-2022,2,d,245,germany,10
audi,a3,7675,31980,top-price,12-2022,2,d,204,germany,10
audi,a3,117900,6990,fair-price,03-2010,b,d,160,germany,11
audi,a3,91618,26900,somewhat-expensive,09-2022,d,d,150,germany,11
audi,a3,71582,23890,good-price,09-2022,d,d,150,germany,11
audi,a3,70000,24750,top-price,01-2022,b,d,150,germany,11
audi,a3,59227,21850,top-price,07-2021,2,d,204,germany,11
audi,a3,87469,11290,somewhat-expensive,03-2011,b,d,105,germany,11
audi,a3,23369,26950,good-price,03-2025,b,d,116,germany,11
audi,a3,3900,35855,unknown,12-2024,b,d,150,germany,11
audi,a3,78000,26890,somewhat-expensive,04-2021,b,d,150,germany,11
audi,a3,36,37290,unknown,10-2025,b,d,150,germany,11
audi,a3,139100,11980,top-price,05-2016,d,d,110,germany,11
audi,a3,42,37990,unknown,09-2025,d,d,150,germany,11
